time_s,encoder_pos_rad,output_torque_Nm
8.615121,0.333222872,7.760000
8.625802,0.333222872,7.720000
8.636569,0.333222872,7.680000
8.647194,0.333222872,7.640000
8.657877,0.333222872,7.600000
8.668690,0.333222872,7.560000
8.679399,0.333222872,7.520000
8.690008,0.333222872,7.480000
8.700681,0.327245178,7.440000
8.711438,0.327245178,7.400000
8.722108,0.327245178,7.360000
8.732805,0.327245178,7.320000
8.743648,0.327245178,7.280000
8.754336,0.327245178,7.240000
8.765048,0.327245178,7.200000
8.775995,0.327245178,7.160000
8.786705,0.327245178,7.120000
8.797355,0.323904388,7.080000
8.808065,0.323904388,7.040000
8.818738,0.323904388,7.000000
8.829450,0.323904388,6.960000
8.840119,0.323904388,6.920000
8.850763,0.323904388,6.880000
8.861503,0.323904388,6.840000
8.872179,0.323904388,6.800000
8.882947,0.323904388,6.760000
8.893614,0.320814143,6.720000
8.904455,0.320814143,6.680000
8.915104,0.320814143,6.640000
8.926086,0.320814143,6.600000
8.936844,0.320814143,6.560000
8.947595,0.320814143,6.520000
8.958241,0.320814143,6.480000
8.968915,0.320814143,6.440000
8.979591,0.320814143,6.400000
8.990331,0.320814143,6.360000
9.000943,0.319042537,6.320000
9.011669,0.319042537,6.280000
9.022324,0.319042537,6.240000
9.033009,0.319042537,6.200000
9.043813,0.319042537,6.160000
9.054498,0.319042537,6.120000
9.065154,0.319042537,6.080000
9.075794,0.319042537,6.040000
9.086431,0.319042537,6.000000
9.097043,0.313416506,5.960000
9.107683,0.313416506,5.920000
9.118378,0.313416506,5.880000
9.129147,0.313416506,5.840000
9.139828,0.313416506,5.800000
9.150507,0.313416506,5.760000
9.161260,0.313416506,5.720000
9.171958,0.313416506,5.680000
9.182659,0.313416506,5.640000
9.193665,0.299598507,5.600000
9.204320,0.299598507,5.560000
9.215041,0.299598507,5.520000
9.225694,0.299598507,5.480000
9.236485,0.299598507,5.440000
9.247061,0.299598507,5.400000
9.257599,0.299598507,5.360000
9.268104,0.299598507,5.320000
9.278610,0.299598507,5.280000
9.289094,0.299598507,5.240000
9.299589,0.296714990,5.200000
