time_s,cmd_motor_torque_nm,cmd_output_torque_nm,test_vel_motor_rpm,test_vel_output_rpm,test_torque_motor_nm,test_torque_output_nm,loadcell_torque_nm,test_voltage_v,test_q_A,motor_position_rev,motor_position_deg,output_position_deg,phase
2.550,1.2967,18.1531,-4.48,-0.32,1.2744,17.8420,19.4428,47.77,21.0643,0.108215,38.9575,2.7827,ramp_up
2.563,1.2967,18.1531,-4.21,-0.30,1.2801,17.9209,19.4428,47.79,21.1575,0.108643,39.1113,2.7937,ramp_up
2.575,1.3049,18.2688,-1.46,-0.10,1.2946,18.1251,19.4428,47.79,21.3985,0.109131,39.2871,2.8062,ramp_up
2.589,1.3132,18.3844,2.47,0.18,1.3052,18.2733,19.8404,47.77,21.5735,0.109497,39.4189,2.8156,ramp_up
2.601,1.3214,18.5000,1.82,0.13,1.3198,18.4770,19.8404,47.79,21.8140,0.109375,39.3750,2.8125,ramp_up
2.613,1.3214,18.5000,1.82,0.13,1.3198,18.4770,19.8404,47.79,21.8140,0.109375,39.3750,2.8125,ramp_up
2.626,1.3297,18.6156,-0.29,-0.02,1.3289,18.6045,19.8404,47.77,21.9645,0.109314,39.3530,2.8109,ramp_up
2.638,1.3379,18.7312,-0.43,-0.03,1.3383,18.7357,19.8404,47.77,22.1193,0.109436,39.3970,2.8141,ramp_up
2.650,1.3462,18.8469,-0.06,-0.00,1.3449,18.8292,19.8404,47.79,22.2298,0.109619,39.4629,2.8188,ramp_up
2.663,1.3462,18.8469,-0.06,-0.00,1.3449,18.8292,19.8404,47.79,22.2298,0.109619,39.4629,2.8188,ramp_up
2.675,1.3545,18.9625,-0.37,-0.03,1.3441,18.8178,19.8404,47.77,22.2163,0.109802,39.5288,2.8235,ramp_up
2.689,1.3627,19.0781,0.60,0.04,1.3607,19.0494,20.2508,47.79,22.4898,0.109985,39.5947,2.8282,ramp_up
2.700,1.3710,19.1938,0.47,0.03,1.3592,19.0286,20.2508,47.77,22.4652,0.110229,39.6826,2.8345,ramp_up
2.713,1.3792,19.3094,0.47,0.03,1.3592,19.0286,20.2508,47.77,22.4652,0.110229,39.6826,2.8345,ramp_up
2.725,1.3792,19.3094,0.43,0.03,1.3688,19.1631,20.2508,47.77,22.6240,0.110413,39.7485,2.8392,ramp_up
2.738,1.3875,19.4250,1.04,0.07,1.3873,19.4221,20.2508,47.77,22.9298,0.110779,39.8804,2.8486,ramp_up
2.750,1.3958,19.5406,0.27,0.02,1.3921,19.4894,20.2508,47.77,23.0092,0.111023,39.9683,2.8549,ramp_up
2.763,1.4040,19.6562,0.27,0.02,1.3921,19.4894,20.2508,47.77,23.0092,0.111023,39.9683,2.8549,ramp_up
2.776,1.4040,19.6562,1.14,0.08,1.4043,19.6596,20.6308,47.74,23.2102,0.111389,40.1001,2.8643,ramp_up
2.788,1.4123,19.7719,1.08,0.08,1.3985,19.5796,20.6308,47.76,23.1157,0.111816,40.2539,2.8753,ramp_up
2.800,1.4205,19.8875,3.47,0.25,1.4168,19.8354,20.6308,47.72,23.4177,0.112732,40.5835,2.8988,ramp_up
2.813,1.4288,20.0031,14.73,1.05,1.4051,19.6711,20.6308,47.74,23.2237,0.115295,41.5063,2.9647,ramp_up
2.825,1.4288,20.0031,14.73,1.05,1.4051,19.6711,20.6308,47.74,23.2237,0.115295,41.5063,2.9647,ramp_up
2.838,1.4371,20.1187,123.62,8.83,1.4466,20.2527,20.6308,47.58,23.9103,0.138550,49.8779,3.5627,ramp_up
2.850,1.4453,20.2344,12.51,0.89,1.4511,20.3157,20.6308,47.60,23.9848,0.134583,48.4497,3.4607,ramp_up
2.863,1.4536,20.3500,-7.12,-0.51,1.4292,20.0082,20.6308,47.63,23.6218,0.135254,48.6914,3.4780,ramp_up
2.879,1.4618,20.4656,-7.12,-0.51,1.4292,20.0082,21.0650,47.63,23.6218,0.135254,48.6914,3.4780,ramp_up
2.888,1.4618,20.4656,0.52,0.04,1.4636,20.4910,21.0650,47.63,24.1917,0.136597,49.1748,3.5125,ramp_up
2.900,1.4701,20.5813,2.33,0.17,1.4729,20.6201,21.0650,47.61,24.3441,0.137085,49.3506,3.5250,ramp_up
2.913,1.4783,20.6969,-0.12,-0.01,1.4698,20.5771,21.0650,47.63,24.2933,0.136902,49.2847,3.5203,ramp_up
2.925,1.4866,20.8125,-0.12,-0.01,1.4698,20.5771,21.0650,47.63,24.2933,0.136902,49.2847,3.5203,ramp_up
2.938,1.4866,20.8125,0.33,0.02,1.4752,20.6529,21.0650,47.61,24.3828,0.137024,49.3286,3.5235,ramp_up
2.950,1.4949,20.9281,-0.39,-0.03,1.4830,20.7619,21.0650,47.61,24.5115,0.137085,49.3506,3.5250,ramp_up
2.964,1.5031,21.0437,0.57,0.04,1.4846,20.7845,22.7576,47.61,24.5382,0.137268,49.4165,3.5298,ramp_up
2.975,1.5114,21.1594,0.01,0.00,1.5057,21.0794,22.7576,47.60,24.8864,0.137329,49.4385,3.5313,ramp_up
2.988,1.5196,21.2750,0.01,0.00,1.5057,21.0794,22.7576,47.60,24.8864,0.137329,49.4385,3.5313,ramp_up
3.000,1.5196,21.2750,0.30,0.02,1.5088,21.1225,22.7576,47.61,24.9373,0.137451,49.4824,3.5345,ramp_up
3.013,1.5279,21.3906,-1.01,-0.07,1.5247,21.3456,22.7576,47.60,25.2007,0.137451,49.4824,3.5345,ramp_up
3.025,1.5362,21.5063,0.59,0.04,1.5196,21.2740,22.7576,47.60,25.1161,0.137695,49.5703,3.5407,ramp_up
3.038,1.5444,21.6219,0.59,0.04,1.5196,21.2740,22.7576,47.60,25.1161,0.137695,49.5703,3.5407,ramp_up
3.051,1.5444,21.6219,0.24,0.02,1.5230,21.3215,26.2722,47.60,25.1722,0.137817,49.6143,3.5439,ramp_up
3.063,1.5527,21.7375,0.77,0.05,1.5427,21.5985,26.2722,47.60,25.5318,0.138000,49.6802,3.5486,ramp_up
3.075,1.5609,21.8531,-0.19,-0.01,1.5608,21.8514,26.2722,47.58,25.7978,0.138000,49.6802,3.5486,ramp_up
3.088,1.5692,21.9688,-0.19,-0.01,1.5608,21.8514,26.2722,47.58,25.7978,0.138000,49.6802,3.5486,ramp_up
3.100,1.5692,21.9688,0.50,0.04,1.5649,21.9086,26.2722,47.60,25.8653,0.138245,49.7681,3.5549,ramp_up
3.113,1.5775,22.0844,-0.07,-0.00,1.5721,22.0098,26.2722,47.60,25.9848,0.138367,49.8120,3.5580,ramp_up
3.125,1.5857,22.2000,-0.71,-0.05,1.5785,22.0985,26.2722,47.60,26.0895,0.138367,49.8120,3.5580,ramp_up
3.138,1.5940,22.3156,0.33,0.02,1.5902,22.2634,26.2722,47.58,26.2842,0.138611,49.8999,3.5643,ramp_up
3.153,1.5940,22.3156,0.33,0.02,1.5902,22.2634,27.3709,47.58,26.2842,0.138611,49.8999,3.5643,ramp_up
3.163,1.6022,22.4312,-0.14,-0.01,1.5972,22.3606,27.3709,47.60,26.3990,0.138733,49.9438,3.5674,ramp_up
3.175,1.6105,22.5469,0.57,0.04,1.6018,22.4253,27.3709,47.60,26.4753,0.138855,49.9878,3.5706,ramp_up
3.188,1.6188,22.6625,-0.10,-0.01,1.6086,22.5199,27.3709,47.60,26.5870,0.138977,50.0317,3.5737,ramp_up
3.200,1.6188,22.6625,-0.10,-0.01,1.6086,22.5199,27.3709,47.60,26.5870,0.138977,50.0317,3.5737,ramp_up
3.213,1.6270,22.7781,0.20,0.01,1.6111,22.5548,27.3709,47.63,26.6282,0.139099,50.0757,3.5768,ramp_up
3.225,1.6353,22.8938,0.40,0.03,1.6336,22.8706,27.3709,47.60,27.0011,0.139221,50.1196,3.5800,ramp_up
3.239,1.6435,23.0094,0.28,0.02,1.6335,22.8692,27.6090,47.58,26.9995,0.139343,50.1636,3.5831,ramp_up
3.251,1.6518,23.1250,0.28,0.02,1.6335,22.8692,27.6090,47.58,26.9995,0.139343,50.1636,3.5831,ramp_up
3.263,1.6518,23.1250,0.57,0.04,1.6374,22.9231,27.6090,47.58,27.0630,0.139465,50.2075,3.5863,ramp_up
3.275,1.6600,23.2406,0.38,0.03,1.6509,23.1125,27.6090,47.60,27.2867,0.139526,50.2295,3.5878,ramp_up
3.288,1.6683,23.3562,0.48,0.03,1.6602,23.2427,27.6090,47.56,27.4404,0.139709,50.2954,3.5925,ramp_up
3.300,1.6766,23.4719,0.48,0.03,1.6602,23.2427,27.6090,47.56,27.4404,0.139709,50.2954,3.5925,ramp_up
3.313,1.6766,23.4719,0.43,0.03,1.6600,23.2402,27.6090,47.60,27.4683,0.139771,50.3174,3.5941,ramp_up
3.326,1.6848,23.5875,0.28,0.02,1.6818,23.5446,27.9075,47.58,27.7968,0.139893,50.3613,3.5972,ramp_up
3.338,1.6931,23.7031,0.67,0.05,1.6866,23.6124,27.9075,47.56,27.8768,0.139954,50.3833,3.5988,ramp_up
3.351,1.7013,23.8188,0.10,0.01,1.6874,23.6240,27.9075,47.58,27.8905,0.140076,50.4272,3.6019,ramp_up
3.363,1.7013,23.8188,0.10,0.01,1.6874,23.6240,27.9075,47.58,27.8905,0.140076,50.4272,3.6019,ramp_up
3.375,1.7096,23.9344,-0.30,-0.02,1.7079,23.9113,27.9075,47.63,28.2297,0.140137,50.4492,3.6035,ramp_up
3.388,1.7179,24.0500,0.86,0.06,1.7023,23.8321,27.9075,47.56,28.1362,0.140320,50.5151,3.6082,ramp_up
3.400,1.7261,24.1656,0.38,0.03,1.7088,23.9239,27.9075,47.60,28.2446,0.140381,50.5371,3.6098,ramp_up
3.414,1.7344,24.2812,0.38,0.03,1.7088,23.9239,27.9075,47.60,28.2446,0.140381,50.5371,3.6098,ramp_up
3.426,1.7344,24.2812,0.71,0.05,1.7214,24.1003,28.1788,47.56,28.4529,0.140503,50.5811,3.6129,ramp_up
3.438,1.7426,24.3969,-0.22,-0.02,1.7318,24.2457,28.1788,47.56,28.6245,0.140503,50.5811,3.6129,ramp_up
3.450,1.7509,24.5125,0.78,0.06,1.7263,24.1678,28.1788,47.56,28.5326,0.140686,50.6470,3.6176,ramp_up
3.463,1.7592,24.6281,0.78,0.06,1.7263,24.1678,28.1788,47.56,28.5326,0.140686,50.6470,3.6176,ramp_up
3.475,1.7592,24.6281,-0.14,-0.01,1.7585,24.6187,28.1788,47.58,29.0649,0.140686,50.6470,3.6176,ramp_up
3.488,1.7674,24.7437,0.25,0.02,1.7614,24.6600,28.1788,47.56,29.1137,0.140808,50.6909,3.6208,ramp_up
3.500,1.7757,24.8594,0.50,0.04,1.7776,24.8864,28.1788,47.56,29.3810,0.140930,50.7349,3.6239,ramp_up
3.516,1.7839,24.9750,0.50,0.04,1.7776,24.8864,28.4103,47.56,29.3810,0.140930,50.7349,3.6239,ramp_up
3.525,1.7839,24.9750,-0.35,-0.02,1.7695,24.7725,28.4103,47.56,29.2465,0.140930,50.7349,3.6239,ramp_up
3.538,1.7922,25.0906,1.15,0.08,1.7810,24.9337,28.4103,47.56,29.4367,0.141174,50.8228,3.6302,ramp_up
3.550,1.8004,25.2063,0.68,0.05,1.7809,24.9330,28.4103,47.56,29.4359,0.141174,50.8228,3.6302,ramp_up
3.564,1.8087,25.3219,0.68,0.05,1.7809,24.9330,28.4103,47.56,29.4359,0.141174,50.8228,3.6302,ramp_up
3.575,1.8087,25.3219,1.10,0.08,1.8052,25.2730,28.4103,47.56,29.8114,0.141296,50.8667,3.6333,ramp_up
3.588,1.8170,25.4375,0.14,0.01,1.8125,25.3756,28.4103,47.60,29.9585,0.141357,50.8887,3.6349,ramp_up
3.600,1.8252,25.5531,0.06,0.00,1.8141,25.3981,28.4103,47.56,29.9850,0.141418,50.9106,3.6365,ramp_up
3.616,1.8335,25.6687,0.06,0.00,1.8141,25.3981,28.6120,47.56,29.9850,0.141418,50.9106,3.6365,ramp_up
3.625,1.8335,25.6687,0.78,0.06,1.8258,25.5612,28.6120,47.56,30.1776,0.141541,50.9546,3.6396,ramp_up
3.638,1.8417,25.7844,0.37,0.03,1.8297,25.6160,28.6120,47.56,30.2423,0.141602,50.9766,3.6412,ramp_up
3.650,1.8500,25.9000,0.06,0.00,1.8539,25.9552,28.6120,47.56,30.6428,0.141663,50.9985,3.6428,ramp_up
3.664,1.8583,26.0156,-0.15,-0.01,1.8533,25.9458,28.6120,47.56,30.6316,0.141785,51.0425,3.6459,ramp_up
3.675,1.8583,26.0156,-0.15,-0.01,1.8533,25.9458,28.6120,47.56,30.6316,0.141785,51.0425,3.6459,ramp_up
3.688,1.8665,26.1313,-0.35,-0.03,1.8618,26.0659,28.6120,47.58,30.7734,0.141846,51.0645,3.6475,ramp_up
3.702,1.8748,26.2469,0.26,0.02,1.8593,26.0299,28.7874,47.52,30.7310,0.141968,51.1084,3.6506,ramp_up
3.713,1.8830,26.3625,-0.12,-0.01,1.8740,26.2364,28.7874,47.54,30.9747,0.142029,51.1304,3.6522,ramp_up
3.725,1.8830,26.3625,-0.12,-0.01,1.8740,26.2364,28.7874,47.54,30.9747,0.142029,51.1304,3.6522,ramp_up
3.738,1.8913,26.4781,0.22,0.02,1.8793,26.3106,28.7874,47.54,31.0623,0.142151,51.1743,3.6553,ramp_up
3.750,1.8996,26.5938,0.64,0.05,1.8956,26.5378,28.7874,47.52,31.3306,0.142273,51.2183,3.6584,ramp_up
3.763,1.9078,26.7094,0.60,0.04,1.8942,26.5187,28.7874,47.56,31.3080,0.142334,51.2402,3.6600,ramp_up
3.775,1.9078,26.7094,0.60,0.04,1.8942,26.5187,28.7874,47.56,31.3080,0.142334,51.2402,3.6600,ramp_up
3.789,1.9161,26.8250,0.01,0.00,1.9068,26.6958,28.9587,47.54,31.5170,0.142395,51.2622,3.6616,ramp_up
3.800,1.9243,26.9406,0.53,0.04,1.9215,26.9008,28.9587,47.54,31.7591,0.142517,51.3062,3.6647,ramp_up
3.813,1.9326,27.0562,0.16,0.01,1.9162,26.8269,28.9587,47.56,31.6718,0.142639,51.3501,3.6679,ramp_up
3.827,1.9408,27.1719,0.16,0.01,1.9162,26.8269,28.9587,47.56,31.6718,0.142639,51.3501,3.6679,ramp_up
3.838,1.9408,27.1719,-0.16,-0.01,1.9402,27.1625,28.9587,47.54,32.0680,0.142700,51.3721,3.6694,ramp_up
3.850,1.9491,27.2875,-0.04,-0.00,1.9357,27.0999,28.9587,47.56,32.0799,0.142761,51.3940,3.6710,ramp_up
3.863,1.9574,27.4031,0.34,0.02,1.9466,27.2527,28.9587,47.54,32.1746,0.142944,51.4600,3.6757,ramp_up
3.875,1.9656,27.5188,0.34,0.02,1.9466,27.2527,28.9587,47.54,32.1746,0.142944,51.4600,3.6757,ramp_up
3.889,1.9656,27.5188,0.72,0.05,1.9564,27.3894,29.1358,47.54,32.3360,0.143066,51.5039,3.6789,ramp_up
3.900,1.9739,27.6344,0.20,0.01,1.9680,27.5517,29.1358,47.54,32.5275,0.143188,51.5479,3.6820,ramp_up
3.913,1.9821,27.7500,0.60,0.04,1.9775,27.6857,29.1358,47.54,32.6857,0.143311,51.5918,3.6851,ramp_up
3.926,1.9904,27.8656,0.60,0.04,1.9775,27.6857,29.1358,47.54,32.6857,0.143311,51.5918,3.6851,ramp_up
3.938,1.9904,27.8656,0.04,0.00,1.9849,27.7881,29.1358,47.52,32.8067,0.143372,51.6138,3.6867,ramp_up
3.950,1.9987,27.9812,0.49,0.04,1.9924,27.8943,29.1358,47.52,32.9320,0.143555,51.6797,3.6914,ramp_up
3.963,2.0069,28.0969,0.55,0.04,1.9976,27.9666,29.1358,47.56,33.0174,0.143738,51.7456,3.6961,ramp_up
3.979,2.0152,28.2125,0.55,0.04,1.9976,27.9666,29.3250,47.56,33.0174,0.143738,51.7456,3.6961,ramp_up
3.988,2.0152,28.2125,0.77,0.05,2.0089,28.1253,29.3250,47.56,33.2048,0.143860,51.7896,3.6993,ramp_up
4.000,2.0234,28.3281,0.74,0.05,2.0213,28.2988,29.3250,47.51,33.4097,0.144043,51.8555,3.7040,ramp_up
4.013,2.0317,28.4438,-0.12,-0.01,2.0177,28.2479,29.3250,47.56,33.3495,0.144165,51.8994,3.7071,ramp_up
4.026,2.0400,28.5594,-0.12,-0.01,2.0177,28.2479,29.3250,47.56,33.3495,0.144165,51.8994,3.7071,ramp_up
4.038,2.0400,28.5594,0.42,0.03,2.0378,28.5293,29.3250,47.52,33.6818,0.144470,52.0093,3.7149,ramp_up
4.050,2.0482,28.6750,0.53,0.04,2.0414,28.5798,29.3250,47.56,33.7413,0.144653,52.0752,3.7197,ramp_up
4.063,2.0565,28.7906,0.23,0.02,2.0387,28.5415,29.3250,47.56,33.6962,0.144897,52.1631,3.7259,ramp_up
4.078,2.0647,28.9062,0.23,0.02,2.0387,28.5415,29.5473,47.56,33.6962,0.144897,52.1631,3.7259,ramp_up
4.088,2.0647,28.9062,1.53,0.11,2.0506,28.7079,29.5473,47.54,33.8926,0.145203,52.2729,3.7338,ramp_up
4.100,2.0730,29.0219,0.67,0.05,2.0626,28.8761,29.5473,47.56,34.0912,0.145508,52.3828,3.7416,ramp_up
4.113,2.0812,29.1375,1.57,0.11,2.0792,29.1088,29.5473,47.54,34.3659,0.145996,52.5586,3.7542,ramp_up
4.126,2.0895,29.2531,2.24,0.16,2.0849,29.1879,29.5473,47.56,34.4593,0.146606,52.7783,3.7699,ramp_up
4.138,2.0895,29.2531,2.24,0.16,2.0849,29.1879,29.5473,47.56,34.4593,0.146606,52.7783,3.7699,ramp_up
4.150,2.0978,29.3687,2.38,0.17,2.0893,29.2502,29.5473,47.51,34.5328,0.147278,53.0200,3.7871,ramp_up
4.164,2.1060,29.4844,6.18,0.44,2.0946,29.3242,29.8588,47.54,34.6202,0.148987,53.6353,3.8311,ramp_up
4.175,2.1143,29.6000,182.85,13.06,2.2712,31.7966,29.8588,47.27,37.5391,0.172791,62.2046,4.4432,ramp_up
4.188,2.1143,29.6000,182.85,13.06,2.2712,31.7966,29.8588,47.27,37.5391,0.172791,62.2046,4.4432,ramp_up
4.200,2.1225,29.7156,-132.79,-9.49,1.9347,27.0856,29.8588,47.36,31.9773,0.162415,58.4692,4.1764,ramp_up
4.213,2.1308,29.8312,-168.01,-12.00,1.8681,26.1539,29.8588,47.52,30.8774,0.167542,60.3149,4.3082,ramp_up
4.225,2.1391,29.9469,-110.06,-7.86,1.9101,26.7413,29.8588,47.76,31.5708,0.175476,63.1714,4.5122,ramp_up
4.238,2.1473,30.0625,-110.06,-7.86,1.9101,26.7413,29.8588,47.76,31.5708,0.175476,63.1714,4.5122,ramp_up
4.252,2.1473,30.0625,-17.47,-1.25,2.3550,32.9705,30.5443,47.72,38.9251,0.182983,65.8740,4.7053,ramp_up
4.263,2.1556,30.1781,21.46,1.53,2.2774,31.8838,30.5443,47.70,37.6420,0.184021,66.2476,4.7320,ramp_up
4.275,2.1638,30.2937,28.25,2.02,2.2548,31.5672,30.5443,47.67,37.2683,0.183167,65.9399,4.7100,ramp_up
4.289,2.1721,30.4094,25.06,1.79,2.2771,31.8790,30.5443,47.65,37.6364,0.182007,65.5225,4.6802,ramp_up
4.300,2.1721,30.4094,25.06,1.79,2.2771,31.8790,30.5443,47.65,37.6364,0.182007,65.5225,4.6802,ramp_up
4.313,2.1804,30.5250,10.80,0.77,2.2259,31.1620,30.5443,47.70,36.7899,0.180481,64.9731,4.6409,ramp_up
4.325,2.1886,30.6406,-7.64,-0.55,2.1518,30.1255,30.5443,47.70,35.5662,0.178772,64.3579,4.5970,ramp_up
4.338,2.1969,30.7562,-22.60,-1.61,2.1097,29.5354,30.5443,47.61,34.8696,0.177307,63.8306,4.5593,ramp_up
4.355,2.1969,30.7562,-22.60,-1.61,2.1097,29.5354,33.2408,47.61,34.8696,0.177307,63.8306,4.5593,ramp_up
4.363,2.2051,30.8719,-32.61,-2.33,2.1088,29.5238,33.2408,47.52,34.8558,0.175354,63.1274,4.5091,ramp_up
4.375,2.2134,30.9875,-15.95,-1.14,2.1833,30.5666,33.2408,47.49,36.0870,0.175720,63.2593,4.5185,ramp_up
4.388,2.2217,31.1031,3.73,0.27,2.2552,31.5727,33.2408,47.58,37.2747,0.176941,63.6987,4.5499,ramp_up
4.400,2.2217,31.1031,3.73,0.27,2.2552,31.5727,33.2408,47.58,37.2747,0.176941,63.6987,4.5499,ramp_up
4.413,2.2299,31.2188,22.32,1.59,2.2914,32.0801,33.2408,47.61,37.8739,0.178772,64.3579,4.5970,ramp_up
4.425,2.2382,31.3344,25.05,1.79,2.2811,31.9349,33.2408,47.63,37.7024,0.179626,64.6655,4.6190,ramp_up
4.439,2.2464,31.4500,15.40,1.10,2.2597,31.6355,35.2240,47.65,37.3489,0.179749,64.7095,4.6221,ramp_up
4.452,2.2547,31.5656,15.40,1.10,2.2597,31.6355,35.2240,47.65,37.3489,0.179749,64.7095,4.6221,ramp_up
4.463,2.2547,31.5656,0.40,0.03,2.2337,31.2716,35.2240,47.67,36.9068,0.179016,64.4458,4.6033,ramp_up
4.475,2.2629,31.6812,-20.39,-1.46,2.1970,30.7573,35.2240,47.60,36.3121,0.177185,63.7866,4.5562,ramp_up
4.488,2.2712,31.7969,-22.09,-1.58,2.2058,30.8807,35.2240,47.58,36.4578,0.176575,63.5669,4.5405,ramp_up
4.501,2.2795,31.9125,-22.09,-1.58,2.2058,30.8807,35.2240,47.58,36.4578,0.176575,63.5669,4.5405,ramp_up
4.513,2.2795,31.9125,-11.57,-0.83,2.2673,31.7416,35.2240,47.56,37.4741,0.176819,63.6548,4.5468,ramp_up
4.525,2.2877,32.0281,1.72,0.12,2.3085,32.3193,35.2240,47.58,38.1562,0.177612,63.9404,4.5672,ramp_up
4.539,2.2960,32.1438,11.42,0.82,2.3332,32.6646,35.0973,47.60,38.5639,0.178528,64.2700,4.5907,ramp_up
4.550,2.3042,32.2594,11.42,0.82,2.3332,32.6646,35.0973,47.60,38.5639,0.178528,64.2700,4.5907,ramp_up
4.563,2.3042,32.2594,16.30,1.16,2.3397,32.7563,35.0973,47.61,38.6721,0.179199,64.5117,4.6080,ramp_up
4.575,2.3125,32.3750,15.48,1.11,2.3422,32.7914,35.0973,47.65,38.7135,0.179626,64.6655,4.6190,ramp_up
4.588,2.3208,32.4906,9.97,0.71,2.3447,32.8258,35.0973,47.63,38.7542,0.179626,64.6655,4.6190,ramp_up
4.600,2.3290,32.6062,9.97,0.71,2.3447,32.8258,35.0973,47.63,38.7542,0.179626,64.6655,4.6190,ramp_up
4.613,2.3290,32.6062,1.52,0.11,2.3162,32.4267,35.0973,47.63,38.2830,0.179260,64.5337,4.6095,ramp_up
4.627,2.3373,32.7219,-5.93,-0.42,2.3072,32.3011,35.1508,47.61,38.1348,0.178772,64.3579,4.5970,ramp_up
4.638,2.3455,32.8375,-10.55,-0.75,2.3157,32.4204,35.1508,47.61,38.2755,0.178284,64.1821,4.5844,ramp_up
4.650,2.3538,32.9531,-11.65,-0.83,2.3064,32.2898,35.1508,47.58,38.1214,0.178040,64.0942,4.5782,ramp_up
4.663,2.3538,32.9531,-11.65,-0.83,2.3064,32.2898,35.1508,47.58,38.1214,0.178040,64.0942,4.5782,ramp_up
4.675,2.3621,33.0688,-10.80,-0.77,2.3169,32.4371,35.1508,47.58,38.2953,0.178040,64.0942,4.5782,ramp_up
4.688,2.3703,33.1844,-9.17,-0.66,2.3421,32.7896,35.1508,47.63,38.7114,0.178223,64.1602,4.5829,ramp_up
4.700,2.3786,33.3000,-7.14,-0.51,2.3560,32.9846,35.1508,47.63,38.9417,0.178406,64.2261,4.5876,ramp_up
4.716,2.3868,33.4156,-7.14,-0.51,2.3560,32.9846,35.2908,47.63,38.9417,0.178406,64.2261,4.5876,ramp_up
4.726,2.3868,33.4156,-5.56,-0.40,2.3663,33.1287,35.2908,47.61,39.1118,0.178589,64.2920,4.5923,ramp_up
4.738,2.3951,33.5312,-4.12,-0.29,2.3776,33.2866,35.2908,47.60,39.2982,0.178772,64.3579,4.5970,ramp_up
4.750,2.4033,33.6469,-3.18,-0.23,2.3905,33.4674,35.2908,47.61,39.5117,0.178894,64.4019,4.6001,ramp_up
4.763,2.4116,33.7625,-3.18,-0.23,2.3905,33.4674,35.2908,47.61,39.5117,0.178894,64.4019,4.6001,ramp_up
4.775,2.4116,33.7625,-1.79,-0.13,2.3970,33.5579,35.2908,47.58,39.5543,0.179138,64.4897,4.6064,ramp_up
4.788,2.4199,33.8781,-1.34,-0.10,2.4066,33.6920,35.2908,47.58,39.7768,0.179260,64.5337,4.6095,ramp_up
4.800,2.4281,33.9937,0.51,0.04,2.4171,33.8397,35.2908,47.63,39.9512,0.179504,64.6216,4.6158,ramp_up
4.816,2.4364,34.1094,0.51,0.04,2.4171,33.8397,35.4629,47.63,39.9512,0.179504,64.6216,4.6158,ramp_up
4.825,2.4364,34.1094,0.18,0.01,2.4278,33.9889,35.4629,47.60,40.1274,0.179688,64.6875,4.6205,ramp_up
4.838,2.4446,34.2250,0.54,0.04,2.4356,34.0983,35.4629,47.60,40.2565,0.179871,64.7534,4.6252,ramp_up
4.850,2.4529,34.3406,1.23,0.09,2.4506,34.3086,35.4629,47.60,40.5048,0.179993,64.7974,4.6284,ramp_up
4.863,2.4612,34.4562,1.23,0.09,2.4506,34.3086,35.4629,47.60,40.5048,0.179993,64.7974,4.6284,ramp_up
4.875,2.4612,34.4562,0.69,0.05,2.4417,34.1840,35.4629,47.61,40.3577,0.180176,64.8633,4.6331,ramp_up
4.888,2.4694,34.5719,-0.31,-0.02,2.4725,34.6150,35.4629,47.61,40.8665,0.180237,64.8853,4.6347,ramp_up
4.901,2.4777,34.6875,0.33,0.02,2.4769,34.6766,35.6964,47.61,40.9393,0.180420,64.9512,4.6394,ramp_up
4.913,2.4859,34.8031,-0.24,-0.02,2.4828,34.7596,35.6964,47.58,41.0372,0.180603,65.0171,4.6441,ramp_up
4.925,2.4859,34.8031,-0.24,-0.02,2.4828,34.7596,35.6964,47.58,41.0372,0.180603,65.0171,4.6441,ramp_up
4.938,2.4942,34.9188,-0.14,-0.01,2.4774,34.6834,35.6964,47.61,40.9473,0.180725,65.0610,4.6472,ramp_up
4.950,2.5025,35.0344,-0.61,-0.04,2.4934,34.9082,35.6964,47.60,41.2127,0.180847,65.1050,4.6504,ramp_up
4.963,2.5107,35.1500,0.30,0.02,2.5019,35.0269,35.6964,47.61,41.3529,0.181091,65.1929,4.6566,ramp_up
4.977,2.5190,35.2656,0.30,0.02,2.5019,35.0269,35.6964,47.61,41.3529,0.181091,65.1929,4.6566,ramp_up
4.988,2.5190,35.2656,0.38,0.03,2.5099,35.1379,35.6964,47.58,41.4839,0.181335,65.2808,4.6629,ramp_up
5.001,2.5272,35.3812,-0.08,-0.01,2.5177,35.2472,35.9788,47.60,41.6129,0.181458,65.3247,4.6661,ramp_up
5.013,2.5355,35.4969,-0.74,-0.05,2.5264,35.3696,35.9788,47.60,41.7574,0.181580,65.3687,4.6692,ramp_up
5.027,2.5438,35.6125,-0.74,-0.05,2.5264,35.3696,35.9788,47.60,41.7574,0.181580,65.3687,4.6692,ramp_up
5.038,2.5438,35.6125,0.20,0.01,2.5392,35.5490,35.9788,47.60,41.9692,0.181946,65.5005,4.6786,ramp_up
5.050,2.5520,35.7281,-0.17,-0.01,2.5380,35.5316,35.9788,47.56,41.9486,0.182129,65.5664,4.6833,ramp_up
5.063,2.5603,35.8438,0.91,0.06,2.5556,35.7782,35.9788,47.58,42.2398,0.182373,65.6543,4.6896,ramp_up
5.076,2.5685,35.9594,0.91,0.06,2.5556,35.7782,35.9788,47.58,42.2398,0.182373,65.6543,4.6896,ramp_up
5.089,2.5685,35.9594,0.55,0.04,2.5645,35.9033,36.3895,47.56,42.3874,0.182617,65.7422,4.6959,ramp_up
