time_s,cmd_motor_torque_nm,cmd_output_torque_nm,test_vel_motor_rpm,test_vel_output_rpm,test_torque_motor_nm,test_torque_output_nm,loadcell_torque_nm,test_voltage_v,test_q_A,phase
0.004,nan,nan,nan,nan,nan,nan,0.5624,nan,nan,ramp_up
0.013,0.0083,0.1156,0.01,0.00,0.0035,0.0490,0.5624,47.85,0.0568,ramp_up
0.026,0.0165,0.2313,1.17,0.08,0.0113,0.1586,0.5867,47.81,0.1839,ramp_up
0.038,0.0248,0.3469,2.13,0.15,0.0156,0.2178,0.5867,47.83,0.2526,ramp_up
0.050,0.0330,0.4625,3.18,0.23,0.0207,0.2892,0.5867,47.85,0.3353,ramp_up
0.063,0.0330,0.4625,3.18,0.23,0.0207,0.2892,0.5867,47.85,0.3353,ramp_up
0.075,0.0413,0.5781,8.78,0.63,0.0347,0.4861,0.5867,47.81,0.5795,ramp_up
0.088,0.0496,0.6937,24.73,1.77,0.0397,0.5562,0.5867,47.83,0.6450,ramp_up
0.100,0.0578,0.8094,40.84,2.92,0.0397,0.5556,0.5867,47.81,0.6443,ramp_up
0.117,0.0661,0.9250,40.84,2.92,0.0397,0.5556,0.5871,47.81,0.6443,ramp_up
0.125,0.0661,0.9250,68.02,4.86,0.0555,0.7769,0.5871,47.85,0.9009,ramp_up
0.138,0.0743,1.0406,35.96,2.57,0.0481,0.6728,0.5871,47.81,0.7802,ramp_up
0.150,0.0826,1.1562,38.95,2.78,0.0703,0.9839,0.5871,47.83,1.2293,ramp_up
0.164,0.0908,1.2719,38.95,2.78,0.0703,0.9839,0.5871,47.83,1.2293,ramp_up
0.175,0.0908,1.2719,29.07,2.08,0.0971,1.3593,0.5871,47.83,1.5763,ramp_up
0.188,0.0991,1.3875,-9.71,-0.69,0.0906,1.2688,0.5871,47.81,1.4713,ramp_up
0.200,0.1074,1.5031,5.45,0.39,0.0999,1.3991,0.5871,47.81,1.6223,ramp_up
0.216,0.1156,1.6187,5.45,0.39,0.0999,1.3991,0.6351,47.81,1.6223,ramp_up
0.225,0.1156,1.6187,1.03,0.07,0.1093,1.5296,0.6351,47.81,1.7737,ramp_up
0.238,0.1239,1.7344,0.01,0.00,0.1160,1.6235,0.6351,47.81,1.8826,ramp_up
0.250,0.1321,1.8500,1.84,0.13,0.1233,1.7258,0.6351,47.81,2.0012,ramp_up
0.263,0.1404,1.9656,1.84,0.13,0.1233,1.7258,0.6351,47.81,2.0012,ramp_up
0.275,0.1404,1.9656,0.75,0.05,0.1405,1.9665,0.6351,47.83,2.2803,ramp_up
0.288,0.1487,2.0812,1.35,0.10,0.1439,2.0142,0.6351,47.79,2.3356,ramp_up
0.301,0.1569,2.1969,1.02,0.07,0.1590,2.2265,1.2247,47.83,2.5818,ramp_up
0.313,0.1652,2.3125,1.02,0.07,0.1590,2.2265,1.2247,47.83,2.5818,ramp_up
0.325,0.1652,2.3125,1.98,0.14,0.1594,2.2316,1.2247,47.81,2.5877,ramp_up
0.338,0.1734,2.4281,1.22,0.09,0.1708,2.3918,1.2247,47.83,2.7735,ramp_up
0.350,0.1817,2.5438,2.03,0.14,0.1745,2.4425,1.2247,47.83,2.8322,ramp_up
0.364,0.1900,2.6594,1.74,0.12,0.1821,2.5487,1.2247,47.83,2.9554,ramp_up
0.375,0.1900,2.6594,1.74,0.12,0.1821,2.5487,1.2247,47.83,2.9554,ramp_up
0.389,0.1982,2.7750,5.54,0.40,0.1805,2.5266,2.2271,47.83,2.9298,ramp_up
0.400,0.2065,2.8906,7.28,0.52,0.1963,2.7489,2.2271,47.83,3.1875,ramp_up
0.413,0.2147,3.0063,-0.22,-0.02,0.2003,2.8044,2.2271,47.83,3.2519,ramp_up
0.425,0.2147,3.0063,-0.22,-0.02,0.2003,2.8044,2.2271,47.83,3.2519,ramp_up
0.438,0.2230,3.1219,-1.43,-0.10,0.1905,2.6674,2.2271,47.81,3.2471,ramp_up
0.450,0.2312,3.2375,0.12,0.01,0.2346,3.2842,2.2271,47.77,3.8083,ramp_up
0.463,0.2395,3.3531,2.43,0.17,0.2361,3.3052,2.2271,47.81,3.8327,ramp_up
0.476,0.2478,3.4688,2.43,0.17,0.2361,3.3052,2.2271,47.81,3.8327,ramp_up
0.489,0.2478,3.4688,4.87,0.35,0.2374,3.3241,2.6082,47.81,3.8545,ramp_up
0.500,0.2560,3.5844,12.14,0.87,0.2514,3.5190,2.6082,47.79,4.0806,ramp_up
0.513,0.2643,3.7000,45.55,3.25,0.2485,3.4789,2.6082,47.79,4.0501,ramp_up
0.526,0.2725,3.8156,45.55,3.25,0.2485,3.4789,2.6082,47.79,4.0501,ramp_up
0.538,0.2725,3.8156,50.67,3.62,0.2721,3.8087,2.6082,47.85,4.4165,ramp_up
0.550,0.2808,3.9312,-13.93,-1.00,0.2683,3.7558,2.6082,47.81,4.3552,ramp_up
0.563,0.2891,4.0469,-0.05,-0.00,0.2841,3.9770,2.6082,47.81,4.6116,ramp_up
0.578,0.2973,4.1625,-0.05,-0.00,0.2841,3.9770,2.8785,47.81,4.6116,ramp_up
0.588,0.2973,4.1625,3.84,0.27,0.2894,4.0514,2.8785,47.85,4.6980,ramp_up
0.600,0.3056,4.2781,2.32,0.17,0.3022,4.2305,2.8785,47.85,4.9056,ramp_up
0.613,0.3138,4.3937,0.35,0.02,0.3087,4.3219,2.8785,47.81,5.0116,ramp_up
0.625,0.3221,4.5094,0.35,0.02,0.3087,4.3219,2.8785,47.81,5.0116,ramp_up
0.638,0.3221,4.5094,-0.62,-0.04,0.3156,4.4182,2.8785,47.81,5.1233,ramp_up
0.650,0.3304,4.6250,-0.36,-0.03,0.3162,4.4266,2.8785,47.81,5.1329,ramp_up
0.664,0.3386,4.7406,0.35,0.02,0.3302,4.6229,3.5536,47.83,5.3606,ramp_up
0.676,0.3469,4.8563,1.23,0.09,0.3430,4.8019,3.5536,47.81,5.5681,ramp_up
0.688,0.3469,4.8563,1.23,0.09,0.3430,4.8019,3.5536,47.81,5.5681,ramp_up
0.700,0.3551,4.9719,0.18,0.01,0.3508,4.9116,3.5536,47.81,5.6954,ramp_up
0.713,0.3634,5.0875,0.95,0.07,0.3509,4.9120,3.5536,47.81,5.6958,ramp_up
0.725,0.3717,5.2031,1.05,0.07,0.3610,5.0545,3.5536,47.83,5.8611,ramp_up
0.738,0.3799,5.3187,1.05,0.07,0.3610,5.0545,3.5536,47.83,5.8611,ramp_up
0.750,0.3799,5.3187,0.96,0.07,0.3801,5.3218,3.5536,47.81,6.1710,ramp_up
0.764,0.3882,5.4344,1.59,0.11,0.3848,5.3868,4.5328,47.83,6.2464,ramp_up
0.775,0.3964,5.5500,1.42,0.10,0.3899,5.4583,4.5328,47.83,6.3293,ramp_up
0.788,0.4047,5.6656,1.42,0.10,0.3899,5.4583,4.5328,47.83,6.3293,ramp_up
0.800,0.4047,5.6656,2.45,0.18,0.4047,5.6655,4.5328,47.83,6.5696,ramp_up
0.813,0.4129,5.7812,0.87,0.06,0.4110,5.7535,4.5328,47.83,6.6716,ramp_up
0.825,0.4212,5.8969,2.13,0.15,0.4091,5.7277,4.5328,47.83,6.6417,ramp_up
0.838,0.4295,6.0125,2.13,0.15,0.4091,5.7277,4.5328,47.83,6.6417,ramp_up
0.851,0.4295,6.0125,2.79,0.20,0.4221,5.9099,4.8915,47.85,6.8529,ramp_up
0.863,0.4377,6.1281,3.79,0.27,0.4326,6.0563,4.8915,47.85,7.0227,ramp_up
0.875,0.4460,6.2438,13.27,0.95,0.4317,6.0434,4.8915,47.83,7.0078,ramp_up
0.889,0.4542,6.3594,96.60,6.90,0.4613,6.4583,4.8915,47.81,7.4889,ramp_up
0.900,0.4542,6.3594,96.60,6.90,0.4613,6.4583,4.8915,47.81,7.4889,ramp_up
0.913,0.4625,6.4750,-21.12,-1.51,0.4441,6.2175,4.8915,47.79,7.2096,ramp_up
0.925,0.4708,6.5906,-0.27,-0.02,0.4671,6.5388,4.8915,47.79,7.5822,ramp_up
0.938,0.4790,6.7062,-1.39,-0.10,0.4788,6.7038,4.8915,47.81,7.7736,ramp_up
0.953,0.4790,6.7062,-1.39,-0.10,0.4788,6.7038,5.2609,47.81,7.7736,ramp_up
0.963,0.4873,6.8219,-1.61,-0.11,0.4762,6.6667,5.2609,47.79,7.7306,ramp_up
0.975,0.4955,6.9375,0.43,0.03,0.4838,6.7738,5.2609,47.77,7.8548,ramp_up
0.988,0.5038,7.0531,-0.89,-0.06,0.4953,6.9345,5.2609,47.79,8.0410,ramp_up
1.000,0.5038,7.0531,-0.89,-0.06,0.4953,6.9345,5.2609,47.79,8.0410,ramp_up
1.013,0.5121,7.1688,-0.85,-0.06,0.4968,6.9554,5.2609,47.79,8.0653,ramp_up
1.025,0.5203,7.2844,-0.54,-0.04,0.5090,7.1263,5.2609,47.79,8.2635,ramp_up
1.039,0.5286,7.4000,0.19,0.01,0.5229,7.3200,6.2703,47.81,8.4881,ramp_up
1.050,0.5286,7.4000,0.19,0.01,0.5229,7.3200,6.2703,47.81,8.4881,ramp_up
1.063,0.5368,7.5156,-0.45,-0.03,0.5277,7.3878,6.2703,47.81,8.5668,ramp_up
1.075,0.5451,7.6312,-0.22,-0.02,0.5335,7.4684,6.2703,47.79,8.6601,ramp_up
1.088,0.5533,7.7469,-0.11,-0.01,0.5467,7.6543,6.2703,47.79,8.8758,ramp_up
1.101,0.5616,7.8625,-0.11,-0.01,0.5467,7.6543,6.2703,47.79,8.8758,ramp_up
1.113,0.5616,7.8625,-0.03,-0.00,0.5476,7.6657,6.2703,47.77,8.8890,ramp_up
1.126,0.5699,7.9781,-0.18,-0.01,0.5542,7.7594,7.5382,47.79,8.9976,ramp_up
1.138,0.5781,8.0938,0.62,0.04,0.5713,7.9989,7.5382,47.79,9.2753,ramp_up
1.151,0.5864,8.2094,0.62,0.04,0.5713,7.9989,7.5382,47.79,9.2753,ramp_up
1.163,0.5864,8.2094,0.06,0.00,0.5826,8.1559,7.5382,47.79,9.4574,ramp_up
1.175,0.5946,8.3250,-0.60,-0.04,0.5859,8.2024,7.5382,47.77,9.5114,ramp_up
1.188,0.6029,8.4406,0.29,0.02,0.6023,8.4320,7.5382,47.81,9.7776,ramp_up
1.200,0.6112,8.5563,0.29,0.02,0.6023,8.4320,7.5382,47.81,9.7776,ramp_up
1.213,0.6112,8.5563,0.46,0.03,0.6050,8.4695,7.5382,47.77,9.8211,ramp_up
1.226,0.6194,8.6719,-0.20,-0.01,0.6061,8.4849,7.9109,47.79,9.8389,ramp_up
1.238,0.6277,8.7875,-0.17,-0.01,0.6142,8.5987,7.9109,47.77,9.9709,ramp_up
1.251,0.6359,8.9031,-0.11,-0.01,0.6303,8.8240,7.9109,47.77,10.2321,ramp_up
1.263,0.6359,8.9031,-0.11,-0.01,0.6303,8.8240,7.9109,47.77,10.2321,ramp_up
1.275,0.6442,9.0188,-0.01,-0.00,0.6346,8.8849,7.9109,47.81,10.3028,ramp_up
1.288,0.6525,9.1344,1.30,0.09,0.6386,8.9408,7.9109,47.79,10.3676,ramp_up
1.301,0.6607,9.2500,1.08,0.08,0.6486,9.0800,7.9109,47.77,10.5290,ramp_up
1.313,0.6607,9.2500,1.08,0.08,0.6486,9.0800,8.1923,47.77,10.5290,ramp_up
1.325,0.6690,9.3656,9.25,0.66,0.6628,9.2790,8.1923,47.76,10.7597,ramp_up
1.338,0.6772,9.4812,0.79,0.06,0.6780,9.4914,8.1923,47.77,11.0060,ramp_up
1.350,0.6855,9.5969,0.10,0.01,0.6728,9.4192,8.1923,47.76,10.9223,ramp_up
1.363,0.6855,9.5969,0.10,0.01,0.6728,9.4192,8.1923,47.76,10.9223,ramp_up
1.375,0.6937,9.7125,-0.07,-0.00,0.6846,9.5838,8.1923,47.77,11.1131,ramp_up
1.388,0.7020,9.8281,1.75,0.13,0.6938,9.7139,8.1923,47.77,11.2640,ramp_up
1.400,0.7103,9.9437,0.60,0.04,0.7065,9.8915,8.1923,47.79,11.4700,ramp_up
1.418,0.7103,9.9437,0.60,0.04,0.7065,9.8915,8.4860,47.79,11.4700,ramp_up
1.425,0.7185,10.0594,1.12,0.08,0.7035,9.8495,8.4860,47.76,11.4212,ramp_up
1.438,0.7268,10.1750,3.20,0.23,0.7171,10.0391,8.4860,47.77,11.6411,ramp_up
1.450,0.7350,10.2906,4.42,0.32,0.7217,10.1045,8.4860,47.77,11.7169,ramp_up
1.463,0.7350,10.2906,4.42,0.32,0.7217,10.1045,8.4860,47.77,11.7169,ramp_up
1.476,0.7433,10.4062,51.54,3.68,0.7205,10.0868,8.4860,47.72,11.6964,ramp_up
1.488,0.7516,10.5219,49.58,3.54,0.7774,10.8832,8.4860,47.79,12.6199,ramp_up
1.501,0.7598,10.6375,-2.37,-0.17,0.7587,10.6224,8.9271,47.74,12.3175,ramp_up
1.513,0.7598,10.6375,-2.37,-0.17,0.7587,10.6224,8.9271,47.74,12.3175,ramp_up
1.525,0.7681,10.7531,-29.20,-2.09,0.7523,10.5321,8.9271,47.77,12.2127,ramp_up
1.538,0.7763,10.8687,-6.28,-0.45,0.7577,10.6083,8.9271,47.79,12.4356,ramp_up
1.550,0.7846,10.9844,1.60,0.11,0.7693,10.7699,8.9271,47.79,12.4886,ramp_up
1.563,0.7929,11.1000,1.60,0.11,0.7693,10.7699,8.9271,47.79,12.4886,ramp_up
1.575,0.7929,11.1000,0.66,0.05,0.7792,10.9081,8.9271,47.79,12.6488,ramp_up
1.589,0.8011,11.2156,-1.79,-0.13,0.7874,11.0241,9.7276,47.79,12.7833,ramp_up
1.600,0.8094,11.3313,-0.71,-0.05,0.7973,11.1625,9.7276,47.77,12.9438,ramp_up
1.614,0.8176,11.4469,-0.71,-0.05,0.7973,11.1625,9.7276,47.77,12.9438,ramp_up
1.625,0.8176,11.4469,-0.39,-0.03,0.8073,11.3027,9.7276,47.79,13.1064,ramp_up
1.638,0.8259,11.5625,0.06,0.00,0.8115,11.3617,9.7276,47.79,13.1747,ramp_up
1.650,0.8342,11.6781,-0.26,-0.02,0.8305,11.6276,9.7276,47.79,13.4831,ramp_up
1.663,0.8424,11.7937,-0.26,-0.02,0.8305,11.6276,9.7276,47.79,13.4831,ramp_up
1.675,0.8424,11.7937,-0.38,-0.03,0.8277,11.5872,9.7276,47.79,13.4363,ramp_up
1.689,0.8507,11.9094,-0.28,-0.02,0.8437,11.8111,11.1032,47.81,13.6959,ramp_up
1.700,0.8589,12.0250,-0.29,-0.02,0.8368,11.7152,11.1032,47.81,13.5847,ramp_up
1.714,0.8672,12.1406,-0.37,-0.03,0.8678,12.1495,11.1032,47.79,14.0882,ramp_up
1.725,0.8672,12.1406,-0.37,-0.03,0.8678,12.1495,11.1032,47.79,14.0882,ramp_up
1.738,0.8754,12.2562,-0.41,-0.03,0.8753,12.2546,11.1032,47.83,14.2102,ramp_up
1.750,0.8837,12.3719,0.37,0.03,0.8653,12.1141,11.1032,47.79,14.0473,ramp_up
1.763,0.8920,12.4875,0.37,0.03,0.8653,12.1141,11.1032,47.79,14.0473,ramp_up
1.776,0.8920,12.4875,0.27,0.02,0.8865,12.4112,11.3963,47.79,14.3917,ramp_up
1.788,0.9002,12.6031,-0.04,-0.00,0.9007,12.6096,11.3963,47.81,14.6218,ramp_up
1.800,0.9085,12.7188,0.11,0.01,0.8956,12.5387,11.3963,47.81,14.5396,ramp_up
1.813,0.9167,12.8344,1.22,0.09,0.9085,12.7191,11.3963,47.79,14.7488,ramp_up
1.825,0.9167,12.8344,1.22,0.09,0.9085,12.7191,11.3963,47.79,14.7488,ramp_up
1.838,0.9250,12.9500,0.24,0.02,0.9150,12.8102,11.3963,47.85,14.8544,ramp_up
1.850,0.9333,13.0656,1.48,0.11,0.9260,12.9642,11.3963,47.81,15.0330,ramp_up
1.864,0.9415,13.1813,1.13,0.08,0.9334,13.0682,11.5798,47.81,15.1536,ramp_up
1.875,0.9498,13.2969,1.13,0.08,0.9334,13.0682,11.5798,47.81,15.1536,ramp_up
1.888,0.9498,13.2969,2.56,0.18,0.9368,13.1146,11.5798,47.81,15.2073,ramp_up
1.900,0.9580,13.4125,10.17,0.73,0.9448,13.2274,11.5798,47.79,15.3381,ramp_up
1.913,0.9663,13.5281,88.82,6.34,0.9306,13.0285,11.5798,47.72,15.1075,ramp_up
1.925,0.9746,13.6438,88.82,6.34,0.9306,13.0285,11.5798,47.72,15.1075,ramp_up
1.938,0.9746,13.6438,-62.54,-4.47,0.9074,12.7035,11.5798,47.76,14.7307,ramp_up
1.950,0.9828,13.7594,27.97,2.00,0.9926,13.8959,11.5798,47.77,16.1134,ramp_up
1.964,0.9911,13.8750,20.10,1.44,0.9914,13.8792,11.9638,47.76,16.0940,ramp_up
1.976,0.9993,13.9906,4.46,0.32,0.9856,13.7980,11.9638,47.74,15.9999,ramp_up
1.988,0.9993,13.9906,4.46,0.32,0.9856,13.7980,11.9638,47.74,15.9999,ramp_up
2.000,1.0076,14.1062,0.30,0.02,0.9974,13.9641,11.9638,47.74,16.1925,ramp_up
2.013,1.0158,14.2219,0.55,0.04,1.0167,14.2334,11.9638,47.74,16.5048,ramp_up
2.025,1.0241,14.3375,-0.51,-0.04,1.0198,14.2774,11.9638,47.72,16.5557,ramp_up
2.038,1.0241,14.3375,-0.51,-0.04,1.0198,14.2774,11.9638,47.72,16.5557,ramp_up
2.051,1.0324,14.4531,-0.33,-0.02,1.0246,14.3446,13.3010,47.74,16.6337,ramp_up
2.063,1.0406,14.5687,0.13,0.01,1.0267,14.3742,13.3010,47.74,16.6680,ramp_up
2.075,1.0489,14.6844,0.34,0.02,1.0490,14.6858,13.3010,47.70,17.0293,ramp_up
2.089,1.0571,14.8000,0.34,0.02,1.0490,14.6858,13.3010,47.70,17.0293,ramp_up
2.100,1.0571,14.8000,0.35,0.02,1.0502,14.7030,13.3010,47.74,17.0492,ramp_up
2.113,1.0654,14.9156,-0.43,-0.03,1.0603,14.8442,13.3010,47.74,17.2130,ramp_up
2.125,1.0737,15.0312,0.23,0.02,1.0599,14.8393,13.3010,47.72,17.2073,ramp_up
2.138,1.0819,15.1469,0.23,0.02,1.0599,14.8393,13.3010,47.72,17.2073,ramp_up
2.151,1.0819,15.1469,0.39,0.03,1.0788,15.1035,15.4757,47.74,17.5137,ramp_up
2.163,1.0902,15.2625,-0.38,-0.03,1.0830,15.1619,15.4757,47.74,17.5814,ramp_up
2.175,1.0984,15.3781,-0.63,-0.05,1.0917,15.2834,15.4757,47.70,17.7222,ramp_up
2.189,1.1067,15.4937,-0.49,-0.04,1.0987,15.3821,15.4757,47.72,17.8367,ramp_up
2.200,1.1067,15.4937,-0.49,-0.04,1.0987,15.3821,15.4757,47.72,17.8367,ramp_up
2.213,1.1150,15.6094,-0.56,-0.04,1.1032,15.4441,15.4757,47.70,17.9086,ramp_up
2.225,1.1232,15.7250,-0.32,-0.02,1.1149,15.6080,15.4757,47.70,18.0987,ramp_up
2.238,1.1315,15.8406,-0.20,-0.01,1.1261,15.7650,16.0060,47.72,18.2808,ramp_up
2.250,1.1397,15.9563,-0.20,-0.01,1.1261,15.7650,16.0060,47.72,18.2808,ramp_up
2.263,1.1397,15.9563,0.03,0.00,1.1258,15.7613,16.0060,47.70,18.2764,ramp_up
2.275,1.1480,16.0719,-0.29,-0.02,1.1373,15.9217,16.0060,47.72,18.4625,ramp_up
2.288,1.1562,16.1875,0.18,0.01,1.1490,16.0855,16.0060,47.72,18.6523,ramp_up
2.301,1.1645,16.3031,0.18,0.01,1.1490,16.0855,16.0060,47.72,18.6523,ramp_up
2.313,1.1645,16.3031,-0.15,-0.01,1.1515,16.1209,16.0060,47.69,18.6935,ramp_up
2.326,1.1728,16.4187,-0.24,-0.02,1.1613,16.2583,16.1446,47.70,18.8528,ramp_up
2.338,1.1810,16.5344,-0.37,-0.03,1.1798,16.5167,16.1446,47.70,19.1524,ramp_up
2.351,1.1893,16.6500,-0.37,-0.03,1.1798,16.5167,16.1446,47.70,19.1524,ramp_up
2.363,1.1893,16.6500,-0.27,-0.02,1.1823,16.5516,16.1446,47.70,19.1929,ramp_up
2.375,1.1975,16.7656,-0.62,-0.04,1.1917,16.6843,16.1446,47.70,19.3468,ramp_up
2.388,1.2058,16.8812,-0.23,-0.02,1.1964,16.7493,16.1446,47.70,19.4221,ramp_up
2.400,1.2141,16.9969,-0.23,-0.02,1.1964,16.7493,16.1446,47.70,19.4221,ramp_up
2.413,1.2141,16.9969,0.02,0.00,1.1936,16.7101,16.1446,47.70,19.3767,ramp_up
2.427,1.2223,17.1125,0.59,0.04,1.2163,17.0282,16.3448,47.74,19.7455,ramp_up
2.438,1.2306,17.2281,0.00,0.00,1.2186,17.0610,16.3448,47.70,19.7836,ramp_up
2.450,1.2388,17.3438,0.00,0.00,1.2186,17.0610,16.3448,47.70,19.7836,ramp_up
2.463,1.2388,17.3438,1.30,0.09,1.2382,17.3353,16.3448,47.70,20.0115,ramp_up
2.475,1.2471,17.4594,-0.20,-0.01,1.2424,17.3933,16.3448,47.72,20.1688,ramp_up
2.488,1.2554,17.5750,0.43,0.03,1.2443,17.4208,16.3448,47.70,20.2007,ramp_up
2.501,1.2636,17.6906,0.61,0.04,1.2562,17.5874,16.3448,47.70,20.3940,ramp_up
2.516,1.2636,17.6906,0.61,0.04,1.2562,17.5874,16.6136,47.70,20.3940,ramp_up
2.525,1.2719,17.8063,1.39,0.10,1.2662,17.7264,16.6136,47.69,20.5551,ramp_up
2.538,1.2801,17.9219,1.86,0.13,1.2750,17.8499,16.6136,47.69,20.6983,ramp_up
2.550,1.2884,18.0375,3.60,0.26,1.2811,17.9349,16.6136,47.70,20.7969,ramp_up
2.563,1.2884,18.0375,3.60,0.26,1.2811,17.9349,16.6136,47.70,20.7969,ramp_up
2.575,1.2967,18.1531,50.16,3.58,1.2680,17.7524,16.6136,47.61,20.5852,ramp_up
2.588,1.3049,18.2688,-22.12,-1.58,1.2617,17.6642,16.6136,47.77,20.4830,ramp_up
2.601,1.3132,18.3844,43.54,3.11,1.3451,18.8313,17.0167,47.77,21.8364,ramp_up
2.613,1.3214,18.5000,43.54,3.11,1.3451,18.8313,17.0167,47.77,21.8364,ramp_up
2.625,1.3214,18.5000,23.43,1.67,1.3300,18.6204,17.0167,47.76,21.5918,ramp_up
2.638,1.3297,18.6156,2.71,0.19,1.3153,18.4146,17.0167,47.70,21.3532,ramp_up
2.650,1.3379,18.7312,-3.27,-0.23,1.3202,18.4833,17.0167,47.72,21.4328,ramp_up
2.664,1.3462,18.8469,-3.27,-0.23,1.3202,18.4833,17.0167,47.72,21.4328,ramp_up
2.675,1.3462,18.8469,1.33,0.09,1.3477,18.8671,17.0167,47.72,21.8779,ramp_up
2.688,1.3545,18.9625,0.51,0.04,1.3436,18.8111,17.0167,47.72,21.8129,ramp_up
2.701,1.3627,19.0781,-0.01,-0.00,1.3575,19.0050,18.0474,47.72,22.0378,ramp_up
2.713,1.3710,19.1938,-0.01,-0.00,1.3575,19.0050,18.0474,47.72,22.0378,ramp_up
2.725,1.3710,19.1938,1.32,0.09,1.3621,19.0691,18.0474,47.72,22.1121,ramp_up
2.738,1.3792,19.3094,0.92,0.07,1.3759,19.2620,18.0474,47.70,22.3358,ramp_up
2.750,1.3875,19.4250,1.06,0.08,1.3887,19.4417,18.0474,47.74,22.5442,ramp_up
2.764,1.3958,19.5406,-0.17,-0.01,1.3802,19.3228,18.0474,47.70,22.4063,ramp_up
2.775,1.3958,19.5406,-0.17,-0.01,1.3802,19.3228,18.0474,47.70,22.4063,ramp_up
2.789,1.4040,19.6562,-0.45,-0.03,1.3962,19.5466,19.9829,47.72,22.6658,ramp_up
2.800,1.4123,19.7719,0.27,0.02,1.4066,19.6924,19.9829,47.72,22.8349,ramp_up
2.813,1.4205,19.8875,0.42,0.03,1.4120,19.7686,19.9829,47.72,22.9232,ramp_up
2.825,1.4288,20.0031,0.42,0.03,1.4120,19.7686,19.9829,47.72,22.9232,ramp_up
2.838,1.4288,20.0031,0.87,0.06,1.4225,19.9152,19.9829,47.69,23.0932,ramp_up
2.850,1.4371,20.1187,0.19,0.01,1.4294,20.0119,19.9829,47.70,23.2054,ramp_up
2.863,1.4453,20.2344,0.39,0.03,1.4375,20.1246,19.9829,47.70,23.2320,ramp_up
2.876,1.4536,20.3500,0.39,0.03,1.4375,20.1246,19.9829,47.70,23.2320,ramp_up
2.889,1.4536,20.3500,-0.77,-0.06,1.4487,20.2818,20.5267,47.72,23.5183,ramp_up
2.900,1.4618,20.4656,0.43,0.03,1.4592,20.4294,20.5267,47.70,23.6894,ramp_up
2.913,1.4701,20.5813,-0.11,-0.01,1.4607,20.4502,20.5267,47.70,23.7136,ramp_up
2.926,1.4783,20.6969,-0.11,-0.01,1.4607,20.4502,20.5267,47.70,23.7136,ramp_up
2.938,1.4783,20.6969,0.29,0.02,1.4739,20.6352,20.5267,47.70,23.9281,ramp_up
2.950,1.4866,20.8125,-0.01,-0.00,1.4690,20.5653,20.5267,47.70,23.8471,ramp_up
2.963,1.4949,20.9281,0.08,0.01,1.4824,20.7535,20.5267,47.70,24.0653,ramp_up
2.977,1.5031,21.0437,0.08,0.01,1.4824,20.7535,20.5727,47.70,24.0653,ramp_up
2.988,1.5031,21.0437,0.34,0.02,1.4944,20.9219,20.5727,47.72,24.2605,ramp_up
3.000,1.5114,21.1594,-0.24,-0.02,1.5014,21.0197,20.5727,47.70,24.3739,ramp_up
3.013,1.5196,21.2750,0.11,0.01,1.5019,21.0260,20.5727,47.70,24.3813,ramp_up
3.025,1.5279,21.3906,0.11,0.01,1.5019,21.0260,20.5727,47.70,24.3813,ramp_up
3.038,1.5279,21.3906,0.25,0.02,1.5247,21.3455,20.5727,47.72,24.7518,ramp_up
3.050,1.5362,21.5063,-0.24,-0.02,1.5244,21.3409,20.5727,47.72,24.7464,ramp_up
3.064,1.5444,21.6219,0.38,0.03,1.5337,21.4722,20.6700,47.70,24.8987,ramp_up
3.076,1.5527,21.7375,0.51,0.04,1.5509,21.7123,20.6700,47.72,25.1771,ramp_up
3.088,1.5527,21.7375,0.51,0.04,1.5509,21.7123,20.6700,47.72,25.1771,ramp_up
3.100,1.5609,21.8531,0.04,0.00,1.5579,21.8106,20.6700,47.70,25.2910,ramp_up
3.113,1.5692,21.9688,0.23,0.02,1.5579,21.8107,20.6700,47.74,25.2912,ramp_up
3.125,1.5775,22.0844,0.63,0.05,1.5709,21.9930,20.6700,47.72,25.5026,ramp_up
3.138,1.5857,22.2000,0.63,0.05,1.5709,21.9930,20.6700,47.72,25.5026,ramp_up
3.150,1.5857,22.2000,0.80,0.06,1.5828,22.1597,20.6700,47.70,25.6959,ramp_up
3.164,1.5940,22.3156,-0.52,-0.04,1.5884,22.2374,20.8027,47.70,25.7859,ramp_up
3.175,1.6022,22.4312,0.52,0.04,1.5877,22.2276,20.8027,47.72,25.7747,ramp_up
3.188,1.6105,22.5469,0.52,0.04,1.5877,22.2276,20.8027,47.72,25.7747,ramp_up
3.200,1.6105,22.5469,0.08,0.01,1.6017,22.4241,20.8027,47.70,26.0025,ramp_up
3.213,1.6188,22.6625,-0.61,-0.04,1.6154,22.6154,20.8027,47.70,26.2243,ramp_up
3.225,1.6270,22.7781,0.48,0.03,1.6191,22.6680,20.8027,47.72,26.2852,ramp_up
3.238,1.6353,22.8938,0.48,0.03,1.6191,22.6680,20.8027,47.72,26.2852,ramp_up
3.252,1.6353,22.8938,-0.07,-0.01,1.6229,22.7201,20.9751,47.70,26.3457,ramp_up
3.263,1.6435,23.0094,0.25,0.02,1.6349,22.8882,20.9751,47.76,26.5406,ramp_up
3.275,1.6518,23.1250,-0.21,-0.01,1.6358,22.9017,20.9751,47.74,26.5562,ramp_up
3.289,1.6600,23.2406,0.62,0.04,1.6434,23.0074,20.9751,47.72,26.6788,ramp_up
