time_s,cmd_motor_torque_nm,cmd_output_torque_nm,test_vel_motor_rpm,test_vel_output_rpm,test_torque_motor_nm,test_torque_output_nm,loadcell_torque_nm,test_voltage_v,test_q_A,motor_position_rev,motor_position_deg,output_position_deg,phase
13.213,1.8913,26.4781,-1.49,-0.11,1.8935,26.5094,35.0235,47.54,29.8285,0.342239,123.2062,8.8004,ramp_down
13.225,1.8830,26.3625,-0.39,-0.03,1.8907,26.4700,35.0235,47.56,29.8393,0.342209,123.1952,8.7997,ramp_down
13.238,1.8830,26.3625,-0.39,-0.03,1.8907,26.4700,35.0235,47.56,29.8393,0.342209,123.1952,8.7997,ramp_down
13.250,1.8748,26.2469,0.82,0.06,1.8850,26.3906,35.0235,47.54,29.6948,0.342224,123.2007,8.8000,ramp_down
13.263,1.8665,26.1313,0.18,0.01,1.8715,26.2005,35.0235,47.54,29.4809,0.342102,123.1567,8.7969,ramp_down
13.276,1.8583,26.0156,-0.37,-0.03,1.8671,26.1387,34.8019,47.54,29.4114,0.341949,123.1018,8.7930,ramp_down
13.289,1.8500,25.9000,-0.37,-0.03,1.8671,26.1387,34.8019,47.54,29.4114,0.341949,123.1018,8.7930,ramp_down
13.300,1.8500,25.9000,-0.70,-0.05,1.8608,26.0510,34.8019,47.56,29.3127,0.341858,123.0688,8.7906,ramp_down
13.313,1.8417,25.7844,0.24,0.02,1.8490,25.8858,34.8019,47.54,29.1268,0.341843,123.0634,8.7902,ramp_down
13.325,1.8335,25.6687,-1.10,-0.08,1.8366,25.7125,34.8019,47.56,28.8852,0.341660,122.9974,8.7855,ramp_down
13.340,1.8252,25.5531,-1.10,-0.08,1.8366,25.7125,34.8019,47.56,28.8852,0.341660,122.9974,8.7855,ramp_down
13.350,1.8252,25.5531,-0.35,-0.03,1.8337,25.6716,34.8019,47.52,28.8858,0.341583,122.9700,8.7836,ramp_down
13.364,1.8170,25.4375,-0.39,-0.03,1.8312,25.6366,34.5551,47.54,28.8464,0.341461,122.9260,8.7804,ramp_down
13.375,1.8087,25.3219,-0.31,-0.02,1.8138,25.3937,34.5551,47.56,28.5731,0.341385,122.8986,8.7785,ramp_down
13.389,1.8004,25.2063,-0.31,-0.02,1.8138,25.3937,34.5551,47.56,28.5731,0.341385,122.8986,8.7785,ramp_down
13.400,1.8004,25.2063,-0.13,-0.01,1.8113,25.3579,34.5551,47.51,28.5328,0.341278,122.8601,8.7757,ramp_down
13.413,1.7922,25.0906,-0.50,-0.04,1.7959,25.1431,34.5551,47.56,28.2911,0.341141,122.8107,8.7722,ramp_down
13.425,1.7839,24.9750,-0.05,-0.00,1.7903,25.0640,34.5551,47.54,28.2021,0.341095,122.7942,8.7710,ramp_down
13.438,1.7757,24.8594,0.00,0.00,1.7854,24.9952,34.5551,47.56,28.1247,0.340973,122.7502,8.7679,ramp_down
13.450,1.7757,24.8594,0.00,0.00,1.7854,24.9952,34.5551,47.56,28.1247,0.340973,122.7502,8.7679,ramp_down
13.463,1.7674,24.7437,-0.09,-0.01,1.7724,24.8131,34.2975,47.52,27.9198,0.340790,122.6843,8.7632,ramp_down
13.475,1.7592,24.6281,-0.01,-0.00,1.7726,24.8162,34.2975,47.58,27.9233,0.340714,122.6569,8.7612,ramp_down
13.488,1.7509,24.5125,-0.07,-0.00,1.7596,24.6343,34.2975,47.56,27.7186,0.340607,122.6184,8.7585,ramp_down
13.500,1.7426,24.3969,-0.26,-0.02,1.7521,24.5296,34.2975,47.56,27.6008,0.340439,122.5580,8.7541,ramp_down
13.513,1.7426,24.3969,-0.26,-0.02,1.7521,24.5296,34.2975,47.56,27.6008,0.340439,122.5580,8.7541,ramp_down
13.525,1.7344,24.2812,-1.02,-0.07,1.7411,24.3754,34.2975,47.56,27.4273,0.340240,122.4866,8.7490,ramp_down
13.538,1.7261,24.1656,-0.09,-0.01,1.7374,24.3235,34.2975,47.58,27.3689,0.340225,122.4811,8.7486,ramp_down
13.552,1.7179,24.0500,0.40,0.03,1.7245,24.1425,34.0214,47.56,27.1652,0.340088,122.4316,8.7451,ramp_down
13.563,1.7096,23.9344,0.40,0.03,1.7245,24.1425,34.0214,47.56,27.1652,0.340088,122.4316,8.7451,ramp_down
13.575,1.7096,23.9344,-0.29,-0.02,1.7236,24.1310,34.0214,47.58,27.1523,0.339905,122.3657,8.7404,ramp_down
13.588,1.7013,23.8188,-0.13,-0.01,1.7135,23.9896,34.0214,47.56,26.9932,0.339752,122.3108,8.7365,ramp_down
13.600,1.6931,23.7031,-0.07,-0.01,1.7046,23.8638,34.0214,47.58,26.8516,0.339600,122.2559,8.7326,ramp_down
13.613,1.6848,23.5875,-0.07,-0.01,1.7046,23.8638,34.0214,47.58,26.8516,0.339600,122.2559,8.7326,ramp_down
13.625,1.6848,23.5875,-0.42,-0.03,1.6920,23.6882,34.0214,47.58,26.7312,0.339447,122.2009,8.7286,ramp_down
13.638,1.6766,23.4719,0.67,0.05,1.6896,23.6544,34.0214,47.56,26.6160,0.339355,122.1680,8.7263,ramp_down
13.651,1.6683,23.3562,0.23,0.02,1.6743,23.4399,33.6930,47.60,26.3078,0.339157,122.0966,8.7212,ramp_down
13.664,1.6600,23.2406,-0.38,-0.03,1.6681,23.3533,33.6930,47.58,26.2772,0.338959,122.0251,8.7161,ramp_down
13.675,1.6600,23.2406,-0.38,-0.03,1.6681,23.3533,33.6930,47.58,26.2772,0.338959,122.0251,8.7161,ramp_down
13.688,1.6518,23.1250,0.19,0.01,1.6678,23.3498,33.6930,47.58,26.2733,0.338837,121.9812,8.7129,ramp_down
13.700,1.6435,23.0094,0.29,0.02,1.6506,23.1090,33.6930,47.58,26.0024,0.338654,121.9153,8.7082,ramp_down
13.713,1.6353,22.8938,0.48,0.03,1.6400,22.9602,33.6930,47.58,25.8349,0.338455,121.8439,8.7031,ramp_down
13.725,1.6353,22.8938,0.48,0.03,1.6400,22.9602,33.6930,47.58,25.8349,0.338455,121.8439,8.7031,ramp_down
13.739,1.6270,22.7781,0.10,0.01,1.6401,22.9609,33.3185,47.58,25.8357,0.338242,121.7670,8.6976,ramp_down
13.750,1.6188,22.6625,0.07,0.00,1.6285,22.7994,33.3185,47.61,25.6540,0.338089,121.7120,8.6937,ramp_down
13.763,1.6105,22.5469,0.03,0.00,1.6109,22.5531,33.3185,47.61,25.3768,0.337936,121.6571,8.6898,ramp_down
13.776,1.6022,22.4312,0.03,0.00,1.6109,22.5531,33.3185,47.61,25.3768,0.337936,121.6571,8.6898,ramp_down
13.788,1.6022,22.4312,-0.22,-0.02,1.6069,22.4960,33.3185,47.61,25.3126,0.337784,121.6022,8.6859,ramp_down
13.800,1.5940,22.3156,0.24,0.02,1.6076,22.5068,33.3185,47.60,25.3247,0.337646,121.5527,8.6823,ramp_down
13.813,1.5857,22.2000,0.17,0.01,1.5966,22.3519,33.3185,47.61,25.1504,0.337509,121.5033,8.6788,ramp_down
13.829,1.5775,22.0844,0.17,0.01,1.5966,22.3519,32.9091,47.61,25.1504,0.337509,121.5033,8.6788,ramp_down
13.838,1.5775,22.0844,-0.22,-0.02,1.5942,22.3184,32.9091,47.63,25.1127,0.337326,121.4374,8.6741,ramp_down
13.850,1.5692,21.9688,0.44,0.03,1.5773,22.0820,32.9091,47.61,24.8468,0.337173,121.3824,8.6702,ramp_down
13.863,1.5609,21.8531,-0.26,-0.02,1.5679,21.9500,32.9091,47.63,24.6982,0.336929,121.2946,8.6639,ramp_down
13.875,1.5527,21.7375,-0.26,-0.02,1.5679,21.9500,32.9091,47.63,24.6982,0.336929,121.2946,8.6639,ramp_down
13.888,1.5527,21.7375,0.67,0.05,1.5656,21.9190,32.9091,47.61,24.6633,0.336807,121.2506,8.6608,ramp_down
13.900,1.5444,21.6219,-0.24,-0.02,1.5525,21.7349,32.9091,47.63,24.4562,0.336548,121.1572,8.6541,ramp_down
13.913,1.5362,21.5063,-0.37,-0.03,1.5484,21.6770,32.9091,47.63,24.3910,0.336365,121.0913,8.6494,ramp_down
13.928,1.5279,21.3906,-0.37,-0.03,1.5484,21.6770,32.4607,47.63,24.3910,0.336365,121.0913,8.6494,ramp_down
13.938,1.5279,21.3906,0.68,0.05,1.5345,21.4829,32.4607,47.63,24.1726,0.336243,121.0474,8.6462,ramp_down
13.950,1.5196,21.2750,-0.24,-0.02,1.5309,21.4333,32.4607,47.63,24.1168,0.335999,120.9595,8.6400,ramp_down
13.963,1.5114,21.1594,-0.51,-0.04,1.5190,21.2667,32.4607,47.63,23.9293,0.335785,120.8826,8.6345,ramp_down
13.976,1.5031,21.0437,-0.31,-0.02,1.5124,21.1734,32.4607,47.67,23.8244,0.335617,120.8221,8.6302,ramp_down
13.988,1.5031,21.0437,-0.31,-0.02,1.5124,21.1734,32.4607,47.67,23.8244,0.335617,120.8221,8.6302,ramp_down
14.000,1.4949,20.9281,-0.37,-0.03,1.5076,21.1063,32.4607,47.63,23.7489,0.335388,120.7397,8.6243,ramp_down
14.014,1.4866,20.8125,-0.48,-0.03,1.4961,20.9459,32.0227,47.63,23.5684,0.335205,120.6738,8.6196,ramp_down
14.025,1.4783,20.6969,-0.34,-0.02,1.4870,20.8183,32.0227,47.65,23.4248,0.335037,120.6134,8.6152,ramp_down
14.038,1.4783,20.6969,-0.34,-0.02,1.4870,20.8183,32.0227,47.65,23.4248,0.335037,120.6134,8.6152,ramp_down
14.050,1.4701,20.5813,-1.19,-0.08,1.4738,20.6331,32.0227,47.63,23.2165,0.334747,120.5090,8.6078,ramp_down
14.063,1.4618,20.4656,-0.23,-0.02,1.4752,20.6528,32.0227,47.65,23.2386,0.334625,120.4651,8.6046,ramp_down
14.075,1.4536,20.3500,-0.17,-0.01,1.4642,20.4986,32.0227,47.67,23.0651,0.334427,120.3937,8.5995,ramp_down
14.088,1.4453,20.2344,-0.17,-0.01,1.4642,20.4986,32.0227,47.67,23.0651,0.334427,120.3937,8.5995,ramp_down
14.101,1.4453,20.2344,-0.61,-0.04,1.4552,20.3726,31.5485,47.67,22.9233,0.334229,120.3223,8.5944,ramp_down
14.113,1.4371,20.1187,0.26,0.02,1.4510,20.3147,31.5485,47.69,22.8581,0.334091,120.2728,8.5909,ramp_down
14.125,1.4288,20.0031,0.63,0.04,1.4362,20.1064,31.5485,47.70,22.6238,0.333939,120.2179,8.5870,ramp_down
14.138,1.4205,19.8875,0.63,0.04,1.4362,20.1064,31.5485,47.70,22.6238,0.333939,120.2179,8.5870,ramp_down
14.150,1.4205,19.8875,-0.55,-0.04,1.4292,20.0081,31.5485,47.67,22.5132,0.333633,120.1080,8.5791,ramp_down
14.163,1.4123,19.7719,-0.93,-0.07,1.4211,19.8954,31.5485,47.67,22.3864,0.333420,120.0311,8.5737,ramp_down
14.175,1.4040,19.6562,-0.44,-0.03,1.4146,19.8047,31.5485,47.70,22.2843,0.333221,119.9597,8.5686,ramp_down
14.188,1.3958,19.5406,-0.44,-0.03,1.4146,19.8047,31.5485,47.70,22.2843,0.333221,119.9597,8.5686,ramp_down
14.201,1.3958,19.5406,0.06,0.00,1.4030,19.6418,31.0554,47.67,22.1010,0.333008,119.8828,8.5631,ramp_down
14.213,1.3875,19.4250,0.10,0.01,1.3951,19.5310,31.0554,47.70,21.9763,0.332794,119.8059,8.5576,ramp_down
14.225,1.3792,19.3094,-0.79,-0.06,1.3863,19.4082,31.0554,47.70,21.8381,0.332443,119.6796,8.5485,ramp_down
14.240,1.3710,19.1938,-0.68,-0.05,1.3831,19.3627,31.0554,47.69,21.7870,0.332077,119.5477,8.5391,ramp_down
14.250,1.3710,19.1938,-0.68,-0.05,1.3831,19.3627,31.0554,47.69,21.7870,0.332077,119.5477,8.5391,ramp_down
14.263,1.3627,19.0781,-1.05,-0.08,1.3746,19.2449,31.0554,47.70,21.6544,0.331696,119.4104,8.5293,ramp_down
14.275,1.3545,18.9625,-1.84,-0.13,1.3595,19.0335,31.0554,47.72,21.4166,0.331116,119.2017,8.5144,ramp_down
14.289,1.3462,18.8469,-4.49,-0.32,1.3599,19.0385,30.5627,47.70,21.4222,0.330048,118.8171,8.4869,ramp_down
14.300,1.3462,18.8469,-4.49,-0.32,1.3599,19.0385,30.5627,47.70,21.4222,0.330048,118.8171,8.4869,ramp_down
14.313,1.3379,18.7312,-19.84,-1.42,1.3645,19.1025,30.5627,47.74,21.4942,0.326157,117.4164,8.3869,ramp_down
14.325,1.3297,18.6156,-121.46,-8.68,1.2573,17.6027,30.5627,47.65,19.8067,0.299713,107.8967,7.7069,ramp_down
14.338,1.3214,18.5000,-33.38,-2.38,1.3151,18.4117,30.5627,47.74,20.7170,0.308731,111.1432,7.9388,ramp_down
14.351,1.3132,18.3844,-33.38,-2.38,1.3151,18.4117,30.5627,47.74,20.7170,0.308731,111.1432,7.9388,ramp_down
14.363,1.3132,18.3844,23.24,1.66,1.3373,18.7216,30.5627,47.76,21.0656,0.310562,111.8024,7.9859,ramp_down
14.375,1.3049,18.2688,20.76,1.48,1.3396,18.7546,30.5627,47.74,21.1027,0.308655,111.1157,7.9368,ramp_down
14.389,1.2967,18.1531,6.30,0.45,1.3199,18.4785,29.8468,47.70,20.7920,0.307007,110.5225,7.8945,ramp_down
14.401,1.2884,18.0375,6.30,0.45,1.3199,18.4785,29.8468,47.70,20.7920,0.307007,110.5225,7.8945,ramp_down
14.413,1.2884,18.0375,-3.48,-0.25,1.2980,18.1717,29.8468,47.72,20.4469,0.306229,110.2423,7.8745,ramp_down
14.425,1.2801,17.9219,-7.80,-0.56,1.2782,17.8949,29.8468,47.70,20.1354,0.306137,110.2094,7.8721,ramp_down
14.438,1.2719,17.8062,-8.20,-0.59,1.2631,17.6836,29.8468,47.70,19.8977,0.306259,110.2533,7.8752,ramp_down
14.450,1.2636,17.6906,-8.20,-0.59,1.2631,17.6836,29.8468,47.70,19.8977,0.306259,110.2533,7.8752,ramp_down
14.463,1.2636,17.6906,-5.70,-0.41,1.2591,17.6270,29.8468,47.72,19.8340,0.306427,110.3137,7.8796,ramp_down
14.476,1.2554,17.5750,-2.97,-0.21,1.2619,17.6673,26.4252,47.70,19.8793,0.306458,110.3247,7.8803,ramp_down
14.488,1.2471,17.4594,-1.55,-0.11,1.2563,17.5885,26.4252,47.72,19.7907,0.306442,110.3192,7.8799,ramp_down
14.501,1.2388,17.3438,-1.55,-0.11,1.2563,17.5885,26.4252,47.72,19.7907,0.306442,110.3192,7.8799,ramp_down
14.513,1.2388,17.3438,-1.34,-0.10,1.2387,17.3412,26.4252,47.70,19.5124,0.306335,110.2808,7.8772,ramp_down
14.525,1.2306,17.2281,-0.51,-0.04,1.2361,17.3059,26.4252,47.70,19.4727,0.306274,110.2588,7.8756,ramp_down
14.538,1.2223,17.1125,0.08,0.01,1.2306,17.2288,26.4252,47.72,19.3859,0.306213,110.2368,7.8741,ramp_down
14.550,1.2141,16.9969,0.08,0.01,1.2306,17.2288,26.4252,47.72,19.3859,0.306213,110.2368,7.8741,ramp_down
14.563,1.2141,16.9969,0.93,0.07,1.2280,17.1923,21.6063,47.72,19.3448,0.306091,110.1929,7.8709,ramp_down
14.575,1.2058,16.8813,0.22,0.02,1.2139,16.9944,21.6063,47.72,19.1222,0.305862,110.1105,7.8650,ramp_down
14.588,1.1975,16.7656,0.43,0.03,1.2054,16.8761,21.6063,47.72,18.9890,0.305756,110.0720,7.8623,ramp_down
14.600,1.1893,16.6500,1.03,0.07,1.2035,16.8488,21.6063,47.72,18.9583,0.305618,110.0226,7.8588,ramp_down
14.614,1.1810,16.5344,1.03,0.07,1.2035,16.8488,21.6063,47.72,18.9583,0.305618,110.0226,7.8588,ramp_down
14.626,1.1810,16.5344,1.23,0.09,1.1958,16.7408,21.6063,47.72,18.8368,0.305527,109.9896,7.8564,ramp_down
14.638,1.1728,16.4187,1.99,0.14,1.1844,16.5811,21.6063,47.72,18.6572,0.305435,109.9567,7.8540,ramp_down
14.650,1.1645,16.3031,1.17,0.08,1.1757,16.4597,21.6063,47.72,18.5205,0.305237,109.8853,7.8489,ramp_down
14.666,1.1562,16.1875,1.17,0.08,1.1757,16.4597,20.6018,47.72,18.5205,0.305237,109.8853,7.8489,ramp_down
14.675,1.1562,16.1875,0.62,0.04,1.1714,16.3990,20.6018,47.74,18.4522,0.305115,109.8413,7.8458,ramp_down
14.688,1.1480,16.0719,1.72,0.12,1.1640,16.2964,20.6018,47.72,18.2873,0.305008,109.8029,7.8431,ramp_down
14.700,1.1397,15.9563,1.17,0.08,1.1437,16.0124,20.6018,47.74,18.0172,0.304855,109.7479,7.8391,ramp_down
14.713,1.1315,15.8406,1.17,0.08,1.1437,16.0124,20.6018,47.74,18.0172,0.304855,109.7479,7.8391,ramp_down
14.725,1.1315,15.8406,0.96,0.07,1.1398,15.9569,20.6018,47.70,17.9548,0.304718,109.6985,7.8356,ramp_down
14.738,1.1232,15.7250,0.43,0.03,1.1259,15.7627,20.6018,47.72,17.7363,0.304535,109.6326,7.8309,ramp_down
14.752,1.1150,15.6094,0.02,0.00,1.1286,15.8005,20.3229,47.72,17.7788,0.304367,109.5721,7.8266,ramp_down
14.763,1.1150,15.6094,0.02,0.00,1.1286,15.8005,20.3229,47.72,17.7788,0.304367,109.5721,7.8266,ramp_down
14.775,1.1067,15.4937,-0.40,-0.03,1.1173,15.6420,20.3229,47.74,17.6004,0.304214,109.5172,7.8227,ramp_down
14.788,1.0984,15.3781,1.63,0.12,1.1103,15.5440,20.3229,47.72,17.4902,0.304184,109.5062,7.8219,ramp_down
14.800,1.0902,15.2625,0.72,0.05,1.0935,15.3087,20.3229,47.72,17.2255,0.304047,109.4568,7.8183,ramp_down
14.814,1.0819,15.1469,0.72,0.05,1.0935,15.3087,20.3229,47.72,17.2255,0.304047,109.4568,7.8183,ramp_down
14.825,1.0819,15.1469,1.00,0.07,1.0903,15.2637,20.3229,47.72,17.1748,0.303925,109.4128,7.8152,ramp_down
14.838,1.0737,15.0312,0.10,0.01,1.0840,15.1761,20.3229,47.74,17.0763,0.303741,109.3469,7.8105,ramp_down
14.851,1.0654,14.9156,1.39,0.10,1.0750,15.0502,20.0127,47.74,16.8834,0.303665,109.3195,7.8085,ramp_down
14.863,1.0571,14.8000,1.39,0.10,1.0750,15.0502,20.0127,47.74,16.8834,0.303665,109.3195,7.8085,ramp_down
14.875,1.0571,14.8000,1.02,0.07,1.0710,14.9942,20.0127,47.74,16.8715,0.303543,109.2755,7.8054,ramp_down
14.888,1.0489,14.6844,-0.07,-0.00,1.0509,14.7125,20.0127,47.72,16.5545,0.303329,109.1986,7.7999,ramp_down
14.900,1.0406,14.5688,0.69,0.05,1.0590,14.8255,20.0127,47.72,16.6818,0.303238,109.1656,7.7975,ramp_down
14.914,1.0324,14.4531,0.69,0.05,1.0590,14.8255,20.0127,47.72,16.6818,0.303238,109.1656,7.7975,ramp_down
14.925,1.0324,14.4531,0.47,0.03,1.0360,14.5039,20.0127,47.74,16.3198,0.303101,109.1162,7.7940,ramp_down
14.939,1.0241,14.3375,-0.02,-0.00,1.0304,14.4260,19.7181,47.72,16.2322,0.302902,109.0448,7.7889,ramp_down
14.950,1.0158,14.2219,0.40,0.03,1.0215,14.3005,19.7181,47.72,16.0910,0.302765,108.9954,7.7854,ramp_down
14.964,1.0076,14.1062,0.40,0.03,1.0215,14.3005,19.7181,47.72,16.0910,0.302765,108.9954,7.7854,ramp_down
14.975,1.0076,14.1062,0.70,0.05,1.0166,14.2330,19.7181,47.74,16.0151,0.302597,108.9349,7.7811,ramp_down
14.988,0.9993,13.9906,-0.34,-0.02,1.0057,14.0797,19.7181,47.72,15.8425,0.302368,108.8525,7.7752,ramp_down
15.000,0.9911,13.8750,0.55,0.04,1.0020,14.0274,19.7181,47.74,15.7837,0.302216,108.7976,7.7713,ramp_down
15.013,0.9828,13.7594,0.55,0.04,1.0020,14.0274,19.7181,47.74,15.7837,0.302216,108.7976,7.7713,ramp_down
15.026,0.9828,13.7594,1.38,0.10,0.9911,13.8760,19.4226,47.76,15.6133,0.302063,108.7427,7.7673,ramp_down
15.038,0.9746,13.6438,0.84,0.06,0.9822,13.7514,19.4226,47.74,15.4732,0.301834,108.6603,7.7614,ramp_down
15.050,0.9663,13.5281,0.65,0.05,0.9721,13.6091,19.4226,47.74,15.3130,0.301605,108.5779,7.7556,ramp_down
15.064,0.9580,13.4125,0.51,0.04,0.9699,13.5789,19.4226,47.74,15.2790,0.301331,108.4790,7.7485,ramp_down
15.075,0.9580,13.4125,0.51,0.04,0.9699,13.5789,19.4226,47.74,15.2790,0.301331,108.4790,7.7485,ramp_down
15.088,0.9498,13.2969,1.38,0.10,0.9620,13.4678,19.4226,47.74,15.1541,0.301270,108.4570,7.7469,ramp_down
15.100,0.9415,13.1812,0.76,0.05,0.9508,13.3108,19.4226,47.74,14.9774,0.300980,108.3527,7.7395,ramp_down
15.113,0.9333,13.0656,0.41,0.03,0.9370,13.1174,19.4226,47.74,14.7597,0.300705,108.2538,7.7324,ramp_down
15.131,0.9250,12.9500,0.41,0.03,0.9370,13.1174,19.1063,47.74,14.7597,0.300705,108.2538,7.7324,ramp_down
15.138,0.9250,12.9500,1.27,0.09,0.9396,13.1544,19.1063,47.76,14.8014,0.300568,108.2043,7.7289,ramp_down
15.150,0.9167,12.8344,1.16,0.08,0.9260,12.9642,19.1063,47.74,14.5874,0.300354,108.1274,7.7234,ramp_down
15.164,0.9085,12.7188,0.08,0.01,0.9200,12.8805,19.1063,47.76,14.4932,0.300064,108.0231,7.7159,ramp_down
15.175,0.9085,12.7188,0.08,0.01,0.9200,12.8805,19.1063,47.76,14.4932,0.300064,108.0231,7.7159,ramp_down
15.188,0.9002,12.6031,0.94,0.07,0.8996,12.5944,19.1063,47.76,14.1713,0.299942,107.9791,7.7128,ramp_down
15.200,0.8920,12.4875,1.21,0.09,0.9068,12.6948,19.1063,47.74,14.2842,0.299759,107.9132,7.7081,ramp_down
15.214,0.8837,12.3719,0.73,0.05,0.8934,12.5072,18.7245,47.74,14.0732,0.299500,107.8198,7.7014,ramp_down
15.225,0.8837,12.3719,0.73,0.05,0.8934,12.5072,18.7245,47.74,14.0732,0.299500,107.8198,7.7014,ramp_down
15.238,0.8754,12.2563,0.56,0.04,0.8909,12.4721,18.7245,47.76,14.0337,0.299271,107.7374,7.6955,ramp_down
15.250,0.8672,12.1406,0.12,0.01,0.8802,12.3224,18.7245,47.74,13.8652,0.299072,107.6660,7.6904,ramp_down
15.264,0.8589,12.0250,0.64,0.05,0.8683,12.1561,18.7245,47.77,13.6781,0.298920,107.6111,7.6865,ramp_down
15.275,0.8589,12.0250,0.64,0.05,0.8683,12.1561,18.7245,47.77,13.6781,0.298920,107.6111,7.6865,ramp_down
15.288,0.8507,11.9094,-0.79,-0.06,0.8608,12.0518,18.7245,47.74,13.5607,0.298660,107.5177,7.6798,ramp_down
15.300,0.8424,11.7937,1.08,0.08,0.8439,11.8143,18.7245,47.74,13.2935,0.298538,107.4738,7.6767,ramp_down
15.315,0.8342,11.6781,0.58,0.04,0.8492,11.8881,18.2899,47.76,13.3766,0.298264,107.3749,7.6696,ramp_down
15.325,0.8342,11.6781,0.58,0.04,0.8492,11.8881,18.2899,47.76,13.3766,0.298264,107.3749,7.6696,ramp_down
15.338,0.8259,11.5625,0.62,0.04,0.8355,11.6974,18.2899,47.74,13.1620,0.298050,107.2980,7.6641,ramp_down
15.350,0.8176,11.4469,0.36,0.03,0.8264,11.5695,18.2899,47.74,13.0180,0.297775,107.1991,7.6571,ramp_down
15.363,0.8094,11.3313,0.81,0.06,0.8156,11.4187,18.2899,47.74,12.8484,0.297607,107.1387,7.6528,ramp_down
15.375,0.8094,11.3313,0.81,0.06,0.8156,11.4187,18.2899,47.74,12.8484,0.297607,107.1387,7.6528,ramp_down
15.388,0.8011,11.2156,0.30,0.02,0.8083,11.3164,18.2899,47.76,12.7333,0.297302,107.0288,7.6449,ramp_down
15.401,0.7929,11.1000,0.40,0.03,0.8020,11.2284,17.8845,47.77,12.6342,0.297043,106.9354,7.6382,ramp_down
15.413,0.7846,10.9844,0.26,0.02,0.7919,11.0872,17.8845,47.77,12.4754,0.296768,106.8365,7.6312,ramp_down
15.425,0.7763,10.8687,0.26,0.02,0.7919,11.0872,17.8845,47.77,12.4754,0.296768,106.8365,7.6312,ramp_down
15.438,0.7763,10.8687,-1.18,-0.08,0.7841,10.9776,17.8845,47.74,12.3520,0.296295,106.6663,7.6190,ramp_down
15.450,0.7681,10.7531,-1.44,-0.10,0.7805,10.9268,17.8845,47.77,12.2949,0.295898,106.5234,7.6088,ramp_down
15.463,0.7598,10.6375,-2.21,-0.16,0.7634,10.6876,17.8845,47.77,12.0258,0.295166,106.2598,7.5900,ramp_down
15.475,0.7516,10.5219,-2.21,-0.16,0.7634,10.6876,17.8845,47.77,12.0258,0.295166,106.2598,7.5900,ramp_down
15.489,0.7516,10.5219,-4.49,-0.32,0.7641,10.6972,17.4943,47.74,12.0365,0.293976,105.8313,7.5594,ramp_down
15.500,0.7433,10.4062,-11.32,-0.81,0.7553,10.5737,17.4943,47.77,11.8976,0.291382,104.8975,7.4927,ramp_down
15.513,0.7350,10.2906,-27.08,-1.93,0.7606,10.6490,17.4943,47.79,11.9823,0.286224,103.0408,7.3601,ramp_down
15.525,0.7268,10.1750,-27.08,-1.93,0.7606,10.6490,17.4943,47.79,11.9823,0.286224,103.0408,7.3601,ramp_down
15.538,0.7268,10.1750,-47.43,-3.39,0.7042,9.8590,17.4943,47.81,11.0934,0.266083,95.7898,6.8421,ramp_down
15.550,0.7185,10.0594,-21.03,-1.50,0.7233,10.1258,17.4943,47.79,11.3936,0.271729,97.8223,6.9873,ramp_down
15.563,0.7103,9.9438,16.34,1.17,0.7329,10.2607,17.4943,47.81,11.5453,0.272232,98.0035,7.0003,ramp_down
15.575,0.7020,9.8281,16.34,1.17,0.7329,10.2607,17.4943,47.81,11.5453,0.272232,98.0035,7.0003,ramp_down
15.589,0.7020,9.8281,2.77,0.20,0.7203,10.0841,16.8911,47.79,11.3466,0.270416,97.3499,6.9536,ramp_down
15.600,0.6937,9.7125,-2.78,-0.20,0.7009,9.8123,16.8911,47.79,11.0408,0.270111,97.2400,6.9457,ramp_down
15.613,0.6855,9.5969,-2.04,-0.15,0.6981,9.7739,16.8911,47.77,10.9976,0.270142,97.2510,6.9465,ramp_down
15.627,0.6772,9.4812,0.95,0.07,0.6853,9.5945,16.8911,47.79,10.7958,0.270279,97.3004,6.9500,ramp_down
15.638,0.6772,9.4812,0.95,0.07,0.6853,9.5945,16.8911,47.79,10.7958,0.270279,97.3004,6.9500,ramp_down
15.650,0.6690,9.3656,0.10,0.01,0.6813,9.5383,16.8911,47.85,10.7326,0.270081,97.2290,6.9449,ramp_down
15.663,0.6607,9.2500,1.40,0.10,0.6665,9.3306,16.8911,47.79,10.4988,0.269989,97.1960,6.9426,ramp_down
15.676,0.6525,9.1344,0.74,0.05,0.6619,9.2667,14.4944,47.81,10.4269,0.269531,97.0312,6.9308,ramp_down
15.688,0.6525,9.1344,0.74,0.05,0.6619,9.2667,14.4944,47.81,10.4269,0.269531,97.0312,6.9308,ramp_down
15.700,0.6442,9.0188,1.15,0.08,0.6460,9.0433,14.4944,47.81,10.1756,0.269394,96.9818,6.9273,ramp_down
15.713,0.6359,8.9031,0.95,0.07,0.6450,9.0306,14.4944,47.81,10.1612,0.269104,96.8774,6.9198,ramp_down
15.725,0.6277,8.7875,0.91,0.06,0.6386,8.9401,14.4944,47.79,10.0594,0.268799,96.7676,6.9120,ramp_down
15.738,0.6194,8.6719,0.91,0.06,0.6386,8.9401,14.4944,47.79,10.0594,0.268799,96.7676,6.9120,ramp_down
15.750,0.6194,8.6719,0.72,0.05,0.6269,8.7768,14.4944,47.81,9.8757,0.268539,96.6742,6.9053,ramp_down
